Sample id,sample no,description ,descp no,date,time,year,month,day,hour,minute,filter pore-size,method ,method No. ,Isco  no. 
1K,1,,,,,,,,,,,,,
2K,2,,,,,,,,,,,,,
3K,3,,,,,,,,,,,,,
4K,4,,,,,,,,,,,,,
5K,5,,,,,,,,,,,,,
6K,6,,,,,,,,,,,,,
7K,7,,,,,,,,,,,,,
8K,8,,,,,,,,,,,,,
9K,9,,,,,,,,,,,,,
10K,10,,,,,,,,,,,,,
11K,11,,,,,,,,,,,,,
12K,12,,,,,,,,,,,,,
13K,13,Well 10,10,6/21/2008,12:10,2008,6,21,12,10,0.45,Ref,,0
14K,14,Well 10,10,6/21/2008,12:10,2008,6,21,12,10,0.45,Ref,,0
15K,15,Well 1,1,6/21/2008,14:30,2008,6,21,14,30,0.45,Ref,,0
16K,16,Well 1,1,6/21/2008,14:30,2008,6,21,14,30,0.45,Ref,,0
17K,17,Well 1,1,6/21/2008,14:30,2008,6,21,14,30,0.45,Ref,,0
18K,18,Well 1,1,6/21/2008,14:30,2008,6,21,14,30,0.45,Ref,,0
19K,19,Well 1,1,6/21/2008,14:30,2008,6,21,14,30,0.45,Ref,,0
20K,20,Elder,0,6/21/2008,15:16,2008,6,21,15,16,0.45,Ref,,0
21K,21,Elder,0,6/21/2008,15:16,2008,6,21,15,16,0.45,Ref,,0
22K,22,Elder,0,6/21/2008,15:16,2008,6,21,15,16,0.45,Ref,,0
23K,23,Well 3,3,6/21/2008,16:05,2008,6,21,16,5,0.45,Ref,,0
24K,24,Well 3,3,6/21/2008,16:05,2008,6,21,16,5,0.45,Ref,,0
25K,25,Well 3,3,6/21/2008,16:05,2008,6,21,16,5,0.45,Ref,,0
26K,26,Well 7,7,6/21/2008,16:46,2008,6,21,16,46,0.45,Ref,,0
27K,27,Well 7,7,6/21/2008,16:46,2008,6,21,16,46,0.45,Ref,,0
28K,28,Well 7,7,6/21/2008,16:46,2008,6,21,16,46,0.45,Ref,,0
29K,29,Well 6,6,6/21/2008,17:30,2008,6,21,17,30,0.45,Ref,,0
30K,30,Well 6,6,6/21/2008,17:30,2008,6,21,17,30,0.45,Ref,,0
31K,31,Well 6,6,6/21/2008,17:30,2008,6,21,17,30,0.45,Ref,,0
32K,32,Well 6,6,6/21/2008,17:30,2008,6,21,17,30,0.45,Ref,,0
33K,33,Well 5,5,6/21/2008,17:51,2008,6,21,17,51,0.45,Ref,,0
34K,34,Well 5,5,6/21/2008,17:51,2008,6,21,17,51,0.45,Ref,,0
35K,35,Well 5,5,6/21/2008,17:51,2008,6,21,17,51,0.45,Ref,,0
36K,36,Well 5,5,6/21/2008,17:51,2008,6,21,17,51,0.45,Ref,,0
37K,37,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
38K,38,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
39K,39,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
40K,40,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
50K,50,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
51K,51,Elder,0,6/22/2008,13:00,2008,6,22,13,0,0.45,Ref,,0
52K,52,Elder,0,2/16/2008,,2008,2,16,0,0,0.45,Ref,,0
53K,53,Well 1,1,2/16/2008,,2008,2,16,0,0,0.45,Ref,,0
54K,54,Well 2,2,2/16/2008,,2008,2,16,0,0,0.45,Ref,,0
55K,55,Well 3,3,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
56K,56,Well 5,5,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
57K,57,Well 6,6,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
58K,58,Well 7,7,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
59K,59,Well 10,10,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
60K,60,Elder,0,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
61K,61,Elder,0,2/16/2008,,2008,2,16,0,0,0.45,Ref,9,0
62K,62,Well 10,10,9/23/2007,16:02,2007,9,23,16,2,0.45,Ref,9,0
63K,63,Well 1,1,9/23/2007,14:28,2007,9,23,14,28,0.45,Ref,9,0
64K,64,Elder,0,9/23/2007,16:39,2007,9,23,16,39,0.45,Ref,9,0
65K,65,Well 3,3,9/23/2007,12:28,2007,9,23,12,28,0.45,Ref,9,0
66K,66,Well 7,7,9/23/2007,15:45,2007,9,23,15,45,0.45,Ref,9,0
67K,67,Elder,0,9/23/2007,16:27,2007,9,23,16,27,0.45,Ref,9,0
68K,68,Well 6,6,9/23/2007,15:22,2007,9,23,15,22,0.45,Ref,9,0
69K,69,Well 5,5,9/23/2007,15:10,2007,9,23,15,10,0.45,Ref,9,0
70K,70,Well 6,6,8/25/2008,15:00,2008,8,25,15,0,0.45,Ref,9,0
71K,71,Well 6,6,8/25/2008,15:00,2008,8,25,15,0,0.45,Ref,9,0
72K,72,Well 5,5,8/25/2008,15:15,2008,8,25,15,15,0.45,Ref,9,0
73K,73,Well 5,5,8/25/2008,15:15,2008,8,25,15,15,0.45,Ref,9,0
74K,74,Well 1,1,8/25/2008,15:30,2008,8,25,15,30,0.45,Ref,9,0
75K,75,Well 1,1,8/25/2008,15:30,2008,8,25,15,30,0.45,Ref,9,0
76K,76,Well 1,1,8/25/2008,15:30,2008,8,25,15,30,0.45,Ref,9,0
77K,77,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
78K,78,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
79K,79,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
80K,80,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
81K,81,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
82K,82,Elder,0,8/24/2008,16:00,2008,8,24,16,0,0.45,Ref,9,0
83K,83,Well 3,3,8/25/2008,16:30,2008,8,25,16,30,0.45,Ref,9,0
84K,84,Well 3,3,8/25/2008,16:30,2008,8,25,16,30,0.45,Ref,9,0
85K,85,Well 7,7,8/25/2008,14:40,2008,8,25,14,40,0.45,Ref,9,0
86K,86,Well 7,7,8/25/2008,14:40,2008,8,25,14,40,0.45,Ref,9,0
87K,87,Well 1,1,9/18/2008,,2008,9,18,0,0,0.45,Ref,9,0
88K,88,Well 5,5,9/18/2008,17:20,2008,9,18,17,20,0.45,Ref,9,0
89K,89,Well 10,10,9/18/2008,,2008,9,18,0,0,0.45,Ref,9,0
90K,90,Well 6,6,9/18/2008,15:28,2008,9,18,15,28,0.45,Ref,9,0
91K,91,Well 7,7,9/18/2008,,2008,9,18,0,0,0.45,Ref,9,0
92K,92,Well 7,7,9/18/2008,17:40,2008,9,18,17,40,0.45,Ref,9,0
93K,93,Well 3,3,9/18/2008,17:05,2008,9,18,17,5,0.45,Ref,9,0
94K,94,Elder,0,10/17/2008,12:50,2008,10,17,12,50,0.45,Ref,9,0
95K,95,Elder,0,10/17/2008,12:50,2008,10,17,12,50,0.45,Ref,9,0
96K,96,Elder,0,10/17/2008,12:50,2008,10,17,12,50,0.45,Ref,9,0
97K,97,Well 3,3,10/17/2008,12:55,2008,10,17,12,55,0.45,Ref,9,0
98K,98,Well 3,3,10/17/2008,12:55,2008,10,17,12,55,0.45,Ref,9,0
99K,99,Well 5,5,10/17/2008,13:05,2008,10,17,13,5,0.45,Ref,9,0
100K,100,Well 5,5,10/17/2008,13:05,2008,10,17,13,5,0.45,Ref,9,0
101K,101,Well 6,6,10/17/2008,13:10,2008,10,17,13,10,0.45,Ref,9,0
102K,102,Well 6,6,10/17/2008,13:10,2008,10,17,13,10,0.45,Ref,9,0
103K,103,Well 7,7,10/17/2008,13:16,2008,10,17,13,16,0.45,Ref,9,0
104K,104,Well 10,10,10/17/2008,13:30,2008,10,17,13,30,0.45,Ref,9,0
105K,105,Well 3,3,10/27/2008,17:25,2008,10,27,17,25,0.45,Ref,9,0
106K,106,Well 3,3,10/27/2008,17:25,2008,10,27,17,25,0.45,Ref,9,0
107K,107,Well 5,5,10/27/2008,,2008,10,27,0,0,0.45,Ref,9,0
108K,108,Well 6,6,10/27/2008,17:45,2008,10,27,17,45,0.45,Ref,9,0
109K,109,Well 7,7,10/27/2008,17:55,2008,10,27,17,55,0.45,Ref,9,0
110K,110,Elder,0,10/27/2008,16:05,2008,10,27,16,5,0.45,Ref,9,0
111K,111,Elder,0,10/27/2008,16:05,2008,10,27,16,5,0.45,Ref,9,0
112K,112,Elder,0,10/27/2008,16:05,2008,10,27,16,5,0.45,Ref,9,0
113K,113,Well 2,2,11/13/2008,12:30,2008,11,13,12,30,0.45,Ref,9,0
114K,114,Well 2,2,11/13/2008,12:30,2008,11,13,12,30,0.45,Ref,9,0
115K,115,Well 3,3,11/13/2008,12:45,2008,11,13,12,45,0.45,Ref,9,0
116K,116,Well 3,3,11/13/2008,12:45,2008,11,13,12,45,0.45,Ref,9,0
117K,117,Well 7,7,11/13/2008,12:55,2008,11,13,12,55,0.45,Ref,9,0
118K,118,Well 7,7,11/13/2008,12:55,2008,11,13,12,55,0.45,Ref,9,0
119K,119,Well 6,6,11/13/2008,13:10,2008,11,13,13,10,0.45,Ref,9,0
120K,120,Well 6,6,11/13/2008,13:10,2008,11,13,13,10,0.45,Ref,9,0
121K,121,Well 5,5,11/13/2008,13:20,2008,11,13,13,20,0.45,Ref,9,0
122K,122,Well 5,5,11/13/2008,13:20,2008,11,13,13,20,0.45,Ref,9,0
123K,123,Elder,0,11/13/2008,13:50,2008,11,13,13,50,0.45,Ref,9,0
124K,124,Elder,0,11/13/2008,13:50,2008,11,13,13,50,0.45,Ref,9,0
125K,125,Elder,0,11/13/2008,13:50,2008,11,13,13,50,0.45,Ref,9,0
126K,126,Elder,0,11/13/2008,13:50,2008,11,13,13,50,0.45,Ref,9,0
127K,127,Well 1,1,10/17/2008,13:32,2008,10,17,13,32,0.45,Ref,9,0
128K,128,Elder,0,10/17/2008,12:30,2008,10,17,12,30,0.45,Ref,9,0
129K,129,Elder,0,10/18/2008,12:30,2008,10,18,12,30,0.45,Ref,9,0
130K,130,Elder,0,10/19/2008,12:30,2008,10,19,12,30,0.45,Ref,9,0
131K,131,Elder,0,10/20/2008,12:30,2008,10,20,12,30,0.45,Ref,9,0
132K,132,Elder,0,10/21/2008,12:30,2008,10,21,12,30,0.45,Ref,9,0
133K,133,Elder,0,10/22/2008,12:30,2008,10,22,12,30,0.45,Ref,9,0
134K,134,Elder,0,10/23/2008,12:30,2008,10,23,12,30,0.45,Ref,9,0
135K,135,Elder,0,10/24/2008,12:30,2008,10,24,12,30,0.45,Ref,9,0
136K,136,Elder,0,10/25/2008,12:30,2008,10,25,12,30,0.45,Ref,9,0
137K,137,Elder,0,10/26/2008,12:30,2008,10,26,12,30,0.45,Ref,9,0
138K,138,Elder,0,10/27/2008,12:30,2008,10,27,12,30,0.45,Ref,9,0
139K,139,Well 1,1,10/17/2008,12:30,2008,10,17,12,30,0.45,Control,1,1
140K,140,Well 1,1,10/27/2008,16:02,2008,10,27,16,2,0.45,Control,1,2
141K,141,Well 1,1,10/27/2008,17:02,2008,10,27,17,2,0.45,Control,1,3
142K,142,Well 1,1,10/28/2008,17:02,2008,10,28,17,2,0.45,Control,1,4
143K,143,Well 1,1,10/29/2008,17:02,2008,10,29,17,2,0.45,Control,1,5
144K,144,Well 1,1,10/30/2008,17:02,2008,10,30,17,2,0.45,Control,1,6
145K,145,Well 1,1,10/31/2008,17:02,2008,10,31,17,2,0.45,Control,1,7
146K,146,Well 1,1,11/1/2008,17:02,2008,11,1,17,2,0.45,Control,1,8
147K,147,Well 1,1,11/2/2008,17:02,2008,11,2,17,2,0.45,Control,1,9
148K,148,Well 1,1,11/3/2008,17:02,2008,11,3,17,2,0.45,Control,1,10
149K,149,Well 1,1,11/4/2008,17:02,2008,11,4,17,2,0.45,Control,1,11
150K,150,Well 1,1,11/5/2008,17:02,2008,11,5,17,2,0.45,Control,1,13
151K,151,Well 1,1,11/6/2008,17:02,2008,11,6,17,2,0.45,Control,1,14
152K,152,Well 1,1,11/7/2008,17:02,2008,11,7,17,2,0.45,Control,1,15
153K,153,Well 1,1,11/8/2008,17:02,2008,11,8,17,2,0.45,Control,1,16
154K,154,Well 1,1,11/9/2008,17:02,2008,11,9,17,2,0.45,Control,1,17
155K,155,Well 1,1,11/10/2008,17:02,2008,11,10,17,2,0.45,Control,1,18
156K,156,Well 1,1,11/11/2008,17:02,2008,11,11,17,2,0.45,Control,1,19
157K,157,Elder,0,10/27/2008,17:00,2008,10,27,17,0,0.45,Control,1,1
158K,158,Elder,0,10/28/2008,17:00,2008,10,28,17,0,0.45,Control,1,2
159K,159,Elder,0,10/29/2008,17:00,2008,10,29,17,0,0.45,Control,1,3
160K,160,Elder,0,10/30/2008,17:00,2008,10,30,17,0,0.45,Control,1,4
161K,161,Elder,0,10/31/2008,17:00,2008,10,31,17,0,0.45,Control,1,5
162K,162,Elder,0,11/1/2008,17:00,2008,11,1,17,0,0.45,Control,1,6
163K,163,Elder,0,11/2/2008,17:00,2008,11,2,17,0,0.45,Control,1,7
164K,164,Elder,0,11/3/2008,17:00,2008,11,3,17,0,0.45,Control,1,8
165K,165,Elder,0,11/4/2008,17:00,2008,11,4,17,0,0.45,Control,1,9
166K,166,Elder,0,11/5/2008,17:00,2008,11,5,17,0,0.45,Control,1,10
167K,167,Elder,0,11/6/2008,17:00,2008,11,6,17,0,0.45,Control,1,11
168K,168,Elder,0,11/7/2008,17:00,2008,11,7,17,0,0.45,Control,1,13
169K,169,Elder,0,11/8/2008,17:00,2008,11,8,17,0,0.45,Control,1,14
170K,170,Elder,0,11/9/2008,17:00,2008,11,9,17,0,0.45,Control,1,15
171K,171,Elder,0,11/10/2008,17:00,2008,11,10,17,0,0.45,Control,1,16
172K,172,Elder,0,11/11/2008,17:00,2008,11,11,17,0,0.45,Control,1,17
173K,173,,,,,1900,1,0,0,0,0.45,Ref,9,0
174K,174,Well 1,1,11/13/2008,12:00,2008,11,13,12,0,0.45,Control,1,1
175K,175,Well 1,1,11/14/2008,12:00,2008,11,14,12,0,0.45,Control,1,2
176K,176,Well 1,1,11/15/2008,12:00,2008,11,15,12,0,0.45,Control,1,3
177K,177,Well 1,1,11/16/2008,12:00,2008,11,16,12,0,0.45,Control,1,4
178K,178,Well 1,1,11/17/2008,12:00,2008,11,17,12,0,0.45,Control,1,5
179K,179,Well 1,1,11/18/2008,12:00,2008,11,18,12,0,0.45,Control,1,6
180K,180,Well 1,1,11/19/2008,12:00,2008,11,19,12,0,0.45,Control,1,7
181K,181,Well 1,1,11/20/2008,12:00,2008,11,20,12,0,0.45,Control,1,8
182K,182,Well 1,1,11/21/2008,12:00,2008,11,21,12,0,0.45,Control,1,9
183K,183,Well 1,1,11/22/2008,12:00,2008,11,22,12,0,0.45,Control,1,10
184K,184,Well 1,1,11/23/2008,12:00,2008,11,23,12,0,0.45,Control,1,11
185K,185,Well 1,1,11/24/2008,12:00,2008,11,24,12,0,0.45,Control,1,13
186K,186,Well 1,1,11/25/2008,12:00,2008,11,25,12,0,0.45,Control,1,14
187K,187,Well 1,1,11/26/2008,12:00,2008,11,26,12,0,0.45,Control,1,15
188K,188,Well 1,1,11/27/2008,12:00,2008,11,27,12,0,0.45,Control,1,16
189K,189,Well 1,1,11/28/2008,12:00,2008,11,28,12,0,0.45,Control,1,17
190K,190,Well 1,1,11/29/2008,12:00,2008,11,29,12,0,0.45,Control,1,18
191K,191,Well 1,1,11/30/2008,12:00,2008,11,30,12,0,0.45,Control,1,19
192K,192,Well 1,1,12/1/2008,12:00,2008,12,1,12,0,0.45,Control,1,20
193K,193,Well 1,1,12/2/2008,12:00,2008,12,2,12,0,0.45,Control,1,21
194K,194,Well 1,1,12/3/2008,12:00,2008,12,3,12,0,0.45,Control,1,22
195K,195,Well 1,1,12/4/2008,12:00,2008,12,4,12,0,0.45,Control,1,23
196K,196,Well 1,1,12/5/2008,12:00,2008,12,5,12,0,0.45,Control,1,24
197K,197,Elder,0,11/13/2008,12:00,2008,11,13,12,0,0.45,Control,1,1
198K,198,Elder,0,11/14/2008,12:00,2008,11,14,12,0,0.45,Control,1,2
199K,199,Elder,0,11/15/2008,12:00,2008,11,15,12,0,0.45,Control,1,3
200K,200,Elder,0,11/16/2008,12:00,2008,11,16,12,0,0.45,Control,1,4
201K,201,Elder,0,11/17/2008,12:00,2008,11,17,12,0,0.45,Control,1,5
202K,202,Elder,0,11/18/2008,12:00,2008,11,18,12,0,0.45,Control,1,6
203K,203,Elder,0,11/19/2008,12:00,2008,11,19,12,0,0.45,Control,1,7
204K,204,Elder,0,11/20/2008,12:00,2008,11,20,12,0,0.45,Control,1,8
205K,205,Elder,0,11/21/2008,12:00,2008,11,21,12,0,0.45,Control,1,9
206K,206,Elder,0,11/22/2008,12:00,2008,11,22,12,0,0.45,Control,1,10
207K,207,Elder,0,11/23/2008,12:00,2008,11,23,12,0,0.45,Control,1,11
208K,208,Elder,0,11/24/2008,12:00,2008,11,24,12,0,0.45,Control,1,13
209K,209,Elder,0,11/25/2008,12:00,2008,11,25,12,0,0.45,Control,1,14
210K,210,Elder,0,11/26/2008,12:00,2008,11,26,12,0,0.45,Control,1,15
211K,211,Elder,0,11/27/2008,12:00,2008,11,27,12,0,0.45,Control,1,16
212K,212,Elder,0,11/28/2008,12:00,2008,11,28,12,0,0.45,Control,1,17
213K,213,Elder,0,11/29/2008,12:00,2008,11,29,12,0,0.45,Control,1,18
214K,214,Elder,0,11/30/2008,12:00,2008,11,30,12,0,0.45,Control,1,19
215K,215,Elder,0,12/1/2008,12:00,2008,12,1,12,0,0.45,Control,1,20
216K,216,Elder,0,12/2/2008,12:00,2008,12,2,12,0,0.45,Control,1,21
217K,217,Elder,0,12/3/2008,12:00,2008,12,3,12,0,0.45,Control,1,22
218K,218,Elder,0,12/4/2008,12:00,2008,12,4,12,0,0.45,Control,1,23
219K,219,Elder,0,12/5/2008,12:00,2008,12,5,12,0,0.45,Control,1,24
220K,220,,,,,1900,1,0,0,0,0.45,Ref,9,0
221K,221,,,,,1900,1,0,0,0,0.45,Ref,9,0
222K,222,Well 7,7,1/30/2009,12:00,2009,1,30,12,0,0.45,Ref,9,0
223K,223,Well 7,7,1/30/2009,12:00,2009,1,30,12,0,0.45,Ref,9,0
224K,224,Well 7,7,1/30/2009,12:00,2009,1,30,12,0,0.45,Ref,9,0
225K,225,Well 6,6,1/30/2009,12:20,2009,1,30,12,20,0.45,Ref,9,0
226K,226,Well 6,6,1/30/2009,12:20,2009,1,30,12,20,0.45,Ref,9,0
227K,227,Well 6,6,1/30/2009,12:20,2009,1,30,12,20,0.45,Ref,9,0
228K,228,Well 10,10,1/30/2009,13:00,2009,1,30,13,0,0.45,Ref,9,0
229K,229,Well 10,10,1/30/2009,13:00,2009,1,30,13,0,0.45,Ref,9,0
230K,230,Well 10,10,1/30/2009,13:00,2009,1,30,13,0,0.45,Ref,9,0
231K,231,Elder,0,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
232K,232,Elder,0,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
233K,233,Elder,0,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
234K,234,Well 1,1,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
235K,235,Well 1,1,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
236K,236,Well 1,1,1/30/2009,,2009,1,30,0,0,0.45,Ref,9,0
237K,237,Elder,0,2/20/2009,11:52,2009,2,20,11,52,0.45,Ref,9,0
238K,238,Elder,0,2/20/2009,11:52,2009,2,20,11,52,0.45,Ref,9,0
239K,239,Elder,0,2/20/2009,11:52,2009,2,20,11,52,0.45,Ref,9,0
240K,240,Well 3,3,2/20/2009,12:15,2009,2,20,12,15,0.45,Ref,9,0
241K,241,Well 3,3,2/20/2009,12:15,2009,2,20,12,15,0.45,Ref,9,0
242K,242,Well 3,3,2/20/2009,12:15,2009,2,20,12,15,0.45,Ref,9,0
243K,243,Well 2,2,2/20/2009,12:33,2009,2,20,12,33,0.45,Ref,9,0
244K,244,Well 2,2,2/20/2009,12:33,2009,2,20,12,33,0.45,Ref,9,0
245K,245,Well 2,2,2/20/2009,12:33,2009,2,20,12,33,0.45,Ref,9,0
246K,246,Well 5,5,2/20/2009,13:03,2009,2,20,13,3,0.45,Ref,9,0
247K,247,Well 5,5,2/20/2009,13:03,2009,2,20,13,3,0.45,Ref,9,0
248K,248,Well 5,5,2/20/2009,13:03,2009,2,20,13,3,0.45,Ref,9,0
249K,249,Well 6,6,2/20/2009,13:25,2009,2,20,13,25,0.45,Ref,9,0
250K,250,Well 6,6,2/20/2009,13:25,2009,2,20,13,25,0.45,Ref,9,0
251K,251,Well 6,6,2/20/2009,13:25,2009,2,20,13,25,0.45,Ref,9,0
252K,252,Well 7,7,2/20/2009,13:39,2009,2,20,13,39,0.45,Ref,9,0
253K,253,Well 7,7,2/20/2009,13:39,2009,2,20,13,39,0.45,Ref,9,0
254K,254,Well 7,7,2/20/2009,13:39,2009,2,20,13,39,0.45,Ref,9,0
255K,255,Well 10,10,2/20/2009,1:57,2009,2,20,1,57,0.45,Ref,9,0
256K,256,Well 10,10,2/20/2009,1:57,2009,2,20,1,57,0.45,Ref,9,0
257K,257,Well 10,10,2/20/2009,1:57,2009,2,20,1,57,0.45,Ref,9,0
258K,258,Well 1,1,1/30/2009,13:33,2009,1,30,13,33,0.45,Control,1,1
259K,259,Well 1,1,1/31/2009,13:37,2009,1,31,13,37,0.45,Control,1,2
260K,260,Well 1,1,2/1/2009,13:37,2009,2,1,13,37,0.45,Control,1,3
261K,261,Well 1,1,2/2/2009,13:36,2009,2,2,13,36,0.45,Control,1,4
262K,262,Well 1,1,2/3/2009,13:36,2009,2,3,13,36,0.45,Control,1,5
263K,263,Well 1,1,2/4/2009,13:36,2009,2,4,13,36,0.45,Control,1,6
264K,264,Well 1,1,2/5/2009,13:35,2009,2,5,13,35,0.45,Control,1,7
265K,265,Well 1,1,2/6/2009,13:35,2009,2,6,13,35,0.45,Control,1,8
266K,266,Well 1,1,2/7/2009,13:35,2009,2,7,13,35,0.45,Control,1,9
267K,267,Well 1,1,2/8/2009,13:35,2009,2,8,13,35,0.45,Control,1,10
268K,268,Well 1,1,2/9/2009,13:35,2009,2,9,13,35,0.45,Control,1,11
269K,269,Well 1,1,2/10/2009,13:34,2009,2,10,13,34,0.45,Control,1,13
270K,270,Well 1,1,2/11/2009,13:34,2009,2,11,13,34,0.45,Control,1,14
271K,271,Well 1,1,2/12/2009,13:34,2009,2,12,13,34,0.45,Control,1,15
272K,272,Well 1,1,2/13/2009,13:34,2009,2,13,13,34,0.45,Control,1,16
273K,273,Well 1,1,2/14/2009,13:34,2009,2,14,13,34,0.45,Control,1,17
274K,274,Well 1,1,2/15/2009,13:34,2009,2,15,13,34,0.45,Control,1,18
275K,275,Well 1,1,2/16/2009,13:34,2009,2,16,13,34,0.45,Control,1,19
276K,276,Well 1,1,2/17/2009,13:34,2009,2,17,13,34,0.45,Control,1,20
277K,277,Well 1,1,2/18/2009,13:34,2009,2,18,13,34,0.45,Control,1,21
278K,278,Well 1,1,2/19/2009,23:04,2009,2,19,23,4,0.45,Control,1,22
279K,279,Well 1,1,2/19/2009,13:34,2009,2,19,13,34,0.45,Control,1,23
302K,302,Elder,0,1/30/2009,13:33,2009,1,30,13,33,0.45,Control,1,1
303K,303,Elder,0,1/31/2009,13:37,2009,1,31,13,37,0.45,Control,1,2
304K,304,Elder,0,2/1/2009,13:37,2009,2,1,13,37,0.45,Control,1,3
305K,305,Elder,0,2/2/2009,13:36,2009,2,2,13,36,0.45,Control,1,4
306K,306,Elder,0,2/3/2009,13:36,2009,2,3,13,36,0.45,Control,1,5
307K,307,Elder,0,2/4/2009,13:36,2009,2,4,13,36,0.45,Control,1,6
308K,308,Elder,0,2/5/2009,13:35,2009,2,5,13,35,0.45,Control,1,7
309K,309,Elder,0,2/6/2009,13:35,2009,2,6,13,35,0.45,Control,1,8
310K,310,Elder,0,2/7/2009,13:35,2009,2,7,13,35,0.45,Control,1,9
311K,311,Elder,0,2/8/2009,13:35,2009,2,8,13,35,0.45,Control,1,10
312K,312,Elder,0,2/9/2009,13:35,2009,2,9,13,35,0.45,Control,1,11
313K,313,Elder,0,2/10/2009,13:34,2009,2,10,13,34,0.45,Control,1,13
314K,314,Elder,0,2/11/2009,13:34,2009,2,11,13,34,0.45,Control,1,14
315K,315,Elder,0,2/12/2009,13:34,2009,2,12,13,34,0.45,Control,1,15
316K,316,Elder,0,2/13/2009,13:34,2009,2,13,13,34,0.45,Control,1,16
317K,317,Elder,0,2/14/2009,13:34,2009,2,14,13,34,0.45,Control,1,17
318K,318,Elder,0,2/15/2009,13:34,2009,2,15,13,34,0.45,Control,1,18
319K,319,Elder,0,2/16/2009,13:34,2009,2,16,13,34,0.45,Control,1,19
320K,320,Elder,0,2/17/2009,13:34,2009,2,17,13,34,0.45,Control,1,20
321K,321,Elder,0,2/18/2009,13:34,2009,2,18,13,34,0.45,Control,1,21
322K,322,Elder,0,2/19/2009,23:04,2009,2,19,23,4,0.45,Control,1,22
323K,323,Elder,0,2/19/2009,13:34,2009,2,19,13,34,0.45,Control,1,23
324K,324,Well 1,1,2/20/2009,13:33,2009,2,20,13,33,0.45,Control,1,1
325K,325,Well 1,1,2/21/2009,13:34,2009,2,21,13,34,0.45,Control,1,2
326K,326,Well 1,1,2/22/2009,13:34,2009,2,22,13,34,0.45,Control,1,3
327K,327,Well 1,1,2/23/2009,13:34,2009,2,23,13,34,0.45,Control,1,4
328K,328,Well 1,1,2/24/2009,13:33,2009,2,24,13,33,0.45,Control,1,5
329K,329,Well 1,1,2/25/2009,13:33,2009,2,25,13,33,0.45,Control,1,6
330K,330,Well 1,1,2/26/2009,13:33,2009,2,26,13,33,0.45,Control,1,7
331K,331,Well 1,1,2/27/2009,13:33,2009,2,27,13,33,0.45,Control,1,8
332K,332,Well 1,1,2/28/2009,13:33,2009,2,28,13,33,0.45,Control,1,9
333K,333,Well 1,1,3/1/2009,13:33,2009,3,1,13,33,0.45,Control,1,10
334K,334,Well 1,1,3/2/2009,13:34,2009,3,2,13,34,0.45,Control,1,11
335K,335,Well 1,1,3/3/2009,13:33,2009,3,3,13,33,0.45,Control,1,13
336K,336,Well 1,1,3/4/2009,13:33,2009,3,4,13,33,0.45,Control,1,14
337K,337,Well 1,1,3/5/2009,13:33,2009,3,5,13,33,0.45,Control,1,15
338K,338,Well 1,1,3/6/2009,13:33,2009,3,6,13,33,0.45,Control,1,16
339K,339,Well 1,1,3/7/2009,13:33,2009,3,7,13,33,0.45,Control,1,17
340K,340,Well 1,1,3/8/2009,13:33,2009,3,8,13,33,0.45,Control,1,18
341K,341,Well 1,1,3/9/2009,13:33,2009,3,9,13,33,0.45,Control,1,19
342K,342,Well 1,1,3/10/2009,13:33,2009,3,10,13,33,0.45,Control,1,20
343K,343,Well 1,1,3/11/2009,13:33,2009,3,11,13,33,0.45,Control,1,21
344K,344,Well 1,1,3/12/2009,13:33,2009,3,12,13,33,0.45,Control,1,22
345K,345,Well 1,1,3/13/2009,13:33,2009,3,13,13,33,0.45,Control,1,23
346K,346,Well 1,1,3/14/2009,13:33,2009,3,14,13,33,0.45,Control,1,24
347K,347,Elder,0,2/20/2009,13:33,2009,2,20,13,33,0.45,Control,1,1
348K,348,Elder,0,2/21/2009,13:34,2009,2,21,13,34,0.45,Control,1,2
349K,349,Elder,0,2/22/2009,13:34,2009,2,22,13,34,0.45,Control,1,3
350K,350,Elder,0,2/23/2009,13:34,2009,2,23,13,34,0.45,Control,1,4
