Sample id,sample no,description ,descp no,date,time,year,month,day,hour,minute,filter pore-size,method ,method No. ,Isco  no. 
2844 K,2844,Well 1,1,4/24/2012,11:15,2012,4,24,11,15,0.45,Control,1,10
2845 K,2845,Well 1,1,4/26/2012,11:15,2012,4,26,11,15,0.45,GFS,7,11
2846 K,2846,Well 1,1,4/28/2012,11:15,2012,4,28,11,15,0.45,GFS,7,13
2847 K,2847,Well 1,1,4/30/2012,11:15,2012,4,30,11,15,0.45,GFS,7,14
2848 K,2848,Well 1,1,5/2/2012,11:15,2012,5,2,11,15,0.45,GFS,7,15
2849 K,2849,Well 1,1,5/4/2012,11:15,2012,5,4,11,15,0.45,GFS,7,16
2850 K,2850,Well 1,1,5/6/2012,11:15,2012,5,6,11,15,0.45,Control,1,17
2851 K,2851,Elder,0,4/6/2012,11:15,2012,4,6,11,15,0.45,Control,1,1
2852 K,2852,Elder,0,4/8/2012,11:15,2012,4,8,11,15,0.45,GFS,7,2
2853 K,2853,Elder,0,4/10/2012,11:16,2012,4,10,11,16,0.45,Control,1,3
2854 K,2854,Elder,0,4/12/2012,11:15,2012,4,12,11,15,0.45,GFS,7,4
2855 K,2855,Elder,0,4/14/2012,11:15,2012,4,14,11,15,0.45,GFS,7,5
2856 K,2856,Elder,0,4/16/2012,11:15,2012,4,16,11,15,0.45,GFS,7,6
2857 K,2857,Elder,0,4/18/2012,11:15,2012,4,18,11,15,0.45,Control,1,7
2858 K,2858,Elder,0,4/20/2012,11:15,2012,4,20,11,15,0.45,GFS,7,8
2859 K,2859,Elder,0,4/22/2012,11:16,2012,4,22,11,16,0.45,GFS,7,9
2860 K,2860,Elder,0,4/24/2012,11:15,2012,4,24,11,15,0.45,GFS,7,10
2861 K,2861,Elder,0,4/26/2012,11:15,2012,4,26,11,15,0.45,GFS,7,11
2862 K,2862,Elder,0,4/28/2012,11:15,2012,4,28,11,15,0.45,Control,1,13
2863 K,2863,Elder,0,4/30/2012,11:15,2012,4,30,11,15,0.45,GFS,7,14
2864 K,2864,Elder,0,5/2/2012,11:15,2012,5,2,11,15,0.45,GFS,7,15
2865 K,2865,Elder,0,5/4/2012,11:15,2012,5,4,11,15,0.45,Control,1,16
2866 K,2866,Elder,0,5/6/2012,11:15,2012,5,6,11,15,0.45,Control,1,17
2867 K,2867,Well 10,10,4/6/2012,14:05,2012,4,6,14,5,0.45,GFS,7,1
2868 K,2868,Well 10,10,4/8/2012,14:02,2012,4,8,14,2,0.45,GFS,7,2
2869 K,2869,Well 10,10,4/10/2012,14:02,2012,4,10,14,2,0.45,GFS,7,3
2870 K,2870,Well 10,10,4/12/2012,14:02,2012,4,12,14,2,0.45,GFS,7,4
2871 K,2871,Well 10,10,4/14/2012,14:02,2012,4,14,14,2,0.45,GFS,7,5
2872 K,2872,Well 10,10,4/16/2012,14:02,2012,4,16,14,2,0.45,GFS,7,6
2873 K,2873,Well 10,10,4/18/2012,14:02,2012,4,18,14,2,0.45,GFS,7,7
2874 K,2874,Well 10,10,4/20/2012,14:02,2012,4,20,14,2,0.45,GFS,7,8
2875 K,2875,Well 10,10,4/22/2012,14:02,2012,4,22,14,2,0.45,GFS,7,9
2876 K,2876,Well 10,10,4/24/2012,14:02,2012,4,24,14,2,0.45,GFS,7,10
2877 K,2877,Well 10,10,4/26/2012,14:02,2012,4,26,14,2,0.45,Control,1,11
2878 K,2878,Well 10,10,4/28/2012,14:02,2012,4,28,14,2,0.45,GFS,7,13
2879 K,2879,Well 10,10,4/30/2012,14:02,2012,4,30,14,2,0.45,GFS,7,14
2880 K,2880,Well 10,10,5/2/2012,14:02,2012,5,2,14,2,0.45,Control,1,15
2881 K,2881,Well 10,10,5/4/2012,14:02,2012,5,4,14,2,0.45,Control,1,16
2882 K,2882,Well 10,10,5/6/2012,14:02,2012,5,6,14,2,0.45,GFS,7,17
2883 K,2883,Well 10,10,5/8/2012,14:02,2012,5,8,14,2,0.45,GFS,7,18
2884 K,2884,Well 10,10,5/10/2012,14:02,2012,5,10,14,2,0.45,GFS,7,19
2885 K,2885,Well 3,3,4/6/2012,15:02,2012,4,6,15,2,0.45,GFS,7,1
2886 K,2886,Well 3,3,4/8/2012,15:02,2012,4,8,15,2,0.45,Control,1,2
2887 K,2887,Well 3,3,4/10/2012,15:02,2012,4,10,15,2,0.45,GFS,7,3
2888 K,2888,Well 3,3,4/12/2012,15:02,2012,4,12,15,2,0.45,GFS,7,4
2889 K,2889,Well 3,3,4/14/2012,15:02,2012,4,14,15,2,0.45,Control,1,5
2890 K,2890,Well 3,3,4/16/2012,15:02,2012,4,16,15,2,0.45,GFS,7,6
2891 K,2891,Well 3,3,4/18/2012,15:02,2012,4,18,15,2,0.45,GFS,7,7
2892 K,2892,Well 3,3,4/20/2012,15:02,2012,4,20,15,2,0.45,Control,1,8
2893 K,2893,Well 3,3,4/22/2012,15:02,2012,4,22,15,2,0.45,GFS,7,9
2894 K,2894,Well 3,3,4/24/2012,15:02,2012,4,24,15,2,0.45,GFS,7,10
2895 K,2895,Well 3,3,4/26/2012,15:02,2012,4,26,15,2,0.45,GFS,7,11
2896 K,2896,Well 3,3,4/28/2012,15:02,2012,4,28,15,2,0.45,Control,1,13
2897 K,2897,Well 3,3,4/30/2012,15:02,2012,4,30,15,2,0.45,Control,1,14
2898 K,2898,Well 3,3,5/2/2012,15:02,2012,5,2,15,2,0.45,GFS,7,15
2899 K,2899,Well 3,3,5/4/2012,15:02,2012,5,4,15,2,0.45,GFS,7,16
2900 K,2900,Well 3,3,5/6/2012,15:02,2012,5,6,15,2,0.45,GFS,7,17
2901 K,2901,Well 3,3,5/8/2012,15:02,2012,5,8,15,2,0.45,GFS,7,18
2902 K,2902,Well 3,3,5/10/2012,15:02,2012,5,10,15,2,0.45,GFS,7,19
2903 K,2903,Well 1,1,5/11/2012,11:29,2012,5,11,11,29,0.45,GFS,7,1
2904 K,2904,Well 1,1,5/13/2012,11:33,2012,5,13,11,33,0.45,GFS,7,2
2905 K,2905,Well 1,1,5/15/2012,11:33,2012,5,15,11,33,0.45,GFS,7,3
2906 K,2906,Well 1,1,5/17/2012,11:33,2012,5,17,11,33,0.45,GFS,7,4
2907 K,2907,Well 1,1,5/19/2012,11:33,2012,5,19,11,33,0.45,GFS,7,5
2908 K,2908,Well 1,1,5/21/2012,11:33,2012,5,21,11,33,0.45,GFS,7,6
2909 K,2909,Well 1,1,5/23/2012,11:33,2012,5,23,11,33,0.45,GFS,7,7
2910 K,2910,Well 1,1,5/25/2012,11:33,2012,5,25,11,33,0.45,GFS,7,8
2911 K,2911,Well 1,1,5/27/2012,11:33,2012,5,27,11,33,0.45,GFS,7,9
2912 K,2912,Well 1,1,5/29/2012,11:33,2012,5,29,11,33,0.45,GFS,7,10
2913 K,2913,Well 1,1,5/31/2012,11:33,2012,5,31,11,33,0.45,GFS,7,11
2914 K,2914,Well 1,1,6/2/2012,11:33,2012,6,2,11,33,0.45,GFS,7,13
2915 K,2915,Well 1,1,6/4/2012,11:33,2012,6,4,11,33,0.45,GFS,7,14
2916 K,2916,Well 1,1,6/6/2012,11:33,2012,6,6,11,33,0.45,GFS,7,15
2917 K,2917,Well 1,1,6/8/2012,11:33,2012,6,8,11,33,0.45,GFS,7,16
2918 K,2918,Well 1,1,6/10/2012,11:33,2012,6,10,11,33,0.45,GFS,7,17
2919 K,2919,Elder,0,5/11/2012,11:29,2012,5,11,11,29,0.45,GFS,7,1
2920 K,2920,Elder,0,5/13/2012,11:33,2012,5,13,11,33,0.45,GFS,7,2
2921 K,2921,Elder,0,5/15/2012,11:33,2012,5,15,11,33,0.45,GFS,7,3
2922 K,2922,Elder,0,5/17/2012,11:33,2012,5,17,11,33,0.45,GFS,7,4
2923 K,2923,Elder,0,5/19/2012,11:33,2012,5,19,11,33,0.45,GFS,7,5
2924 K,2924,Elder,0,5/21/2012,11:33,2012,5,21,11,33,0.45,GFS,7,6
2925 K,2925,Elder,0,5/23/2012,11:33,2012,5,23,11,33,0.45,GFS,7,7
2926 K,2926,Elder,0,5/25/2012,11:33,2012,5,25,11,33,0.45,GFS,7,8
2927 K,2927,Elder,0,5/27/2012,11:33,2012,5,27,11,33,0.45,GFS,7,9
2928 K,2928,Elder,0,5/29/2012,11:33,2012,5,29,11,33,0.45,GFS,7,10
2929 K,2929,Elder,0,5/31/2012,11:33,2012,5,31,11,33,0.45,GFS,7,11
2930 K,2930,Elder,0,6/2/2012,11:33,2012,6,2,11,33,0.45,GFS,7,13
2931 K,2931,Elder,0,6/4/2012,11:33,2012,6,4,11,33,0.45,GFS,7,14
2932 K,2932,Elder,0,6/6/2012,11:33,2012,6,6,11,33,0.45,GFS,7,15
2933 K,2933,Elder,0,6/8/2012,11:33,2012,6,8,11,33,0.45,GFS,7,16
2934 K,2934,Elder,0,6/10/2012,11:33,2012,6,10,11,33,0.45,GFS,7,17
2935 K,2935,Well 10,10,5/11/2012,12:58,2012,5,11,12,58,0.45,GFS,7,1
2936 K,2936,Well 10,10,5/13/2012,12:57,2012,5,13,12,57,0.45,GFS,7,2
2937 K,2937,Well 10,10,5/15/2012,12:57,2012,5,15,12,57,0.45,GFS,7,3
2938 K,2938,Well 10,10,5/17/2012,12:57,2012,5,17,12,57,0.45,GFS,7,4
2939 K,2939,Well 10,10,5/19/2012,12:57,2012,5,19,12,57,0.45,GFS,7,5
2940 K,2940,Well 10,10,5/21/2012,12:57,2012,5,21,12,57,0.45,GFS,7,6
2941 K,2941,Well 10,10,5/23/2012,12:57,2012,5,23,12,57,0.45,GFS,7,7
2942 K,2942,Well 10,10,5/25/2012,12:57,2012,5,25,12,57,0.45,GFS,7,8
2943 K,2943,Well 10,10,5/27/2012,12:57,2012,5,27,12,57,0.45,GFS,7,9
2944 K,2944,Well 10,10,5/29/2012,12:57,2012,5,29,12,57,0.45,GFS,7,10
2945 K,2945,Well 10,10,5/31/2012,12:57,2012,5,31,12,57,0.45,GFS,7,11
2946 K,2946,Well 10,10,6/2/2012,12:57,2012,6,2,12,57,0.45,GFS,7,13
2947 K,2947,Well 10,10,6/4/2012,12:57,2012,6,4,12,57,0.45,GFS,7,14
2948 K,2948,Well 10,10,6/6/2012,12:57,2012,6,6,12,57,0.45,GFS,7,15
2949 K,2949,Well 10,10,6/8/2012,12:57,2012,6,8,12,57,0.45,GFS,7,16
2950 K,2950,Well 10,10,6/10/2012,12:57,2012,6,10,12,57,0.45,GFS,7,17
2951 K,2951,Well 10,10,6/12/2012,12:57,2012,6,12,12,57,0.45,GFS,7,18
2952 K,2952,Well 10,10,6/14/2012,12:57,2012,6,14,12,57,0.45,GFS,7,19
2953 K,2953,Well 10,10,6/16/2012,12:57,2012,6,16,12,57,0.45,GFS,7,20
2954 K,2954,Well 10,10,6/18/2012,12:57,2012,6,18,12,57,0.45,GFS,7,21
2955 K,2955,Well 10,10,6/20/2012,12:57,2012,6,20,12,57,0.45,GFS,7,22
2956 K,2956,Well 10,10,6/22/2012,12:57,2012,6,22,12,57,0.45,GFS,7,23
2957 K,2957,Well 3,3,5/11/2012,15:15,2012,5,11,15,15,0.45,GFS,7,1
2958 K,2958,Well 3,3,5/13/2012,15:15,2012,5,13,15,15,0.45,GFS,7,2
2959 K,2959,Well 3,3,5/15/2012,15:15,2012,5,15,15,15,0.45,GFS,7,3
2960 K,2960,Well 3,3,5/17/2012,15:15,2012,5,17,15,15,0.45,GFS,7,4
2961 K,2961,Well 3,3,5/19/2012,15:15,2012,5,19,15,15,0.45,GFS,7,5
2962 K,2962,Well 3,3,5/21/2012,15:15,2012,5,21,15,15,0.45,GFS,7,6
2963 K,2963,Well 3,3,5/23/2012,15:15,2012,5,23,15,15,0.45,GFS,7,7
2964 K,2964,Well 3,3,5/25/2012,15:15,2012,5,25,15,15,0.45,GFS,7,8
2965 K,2965,Well 3,3,5/27/2012,15:15,2012,5,27,15,15,0.45,GFS,7,9
2966 K,2966,Well 3,3,5/29/2012,15:15,2012,5,29,15,15,0.45,GFS,7,10
2967 K,2967,Well 3,3,5/31/2012,15:15,2012,5,31,15,15,0.45,GFS,7,11
2968 K,2968,Well 3,3,6/2/2012,15:15,2012,6,2,15,15,0.45,GFS,7,13
2969 K,2969,Well 3,3,6/4/2012,15:15,2012,6,4,15,15,0.45,GFS,7,14
2970 K,2970,Well 3,3,6/6/2012,15:15,2012,6,6,15,15,0.45,GFS,7,15
2971 K,2971,Well 3,3,6/8/2012,15:15,2012,6,8,15,15,0.45,GFS,7,16
2972 K,2972,Well 3,3,6/10/2012,15:15,2012,6,10,15,15,0.45,GFS,7,17
2973 K,2973,Well 3,3,6/12/2012,15:15,2012,6,12,15,15,0.45,GFS,7,18
2974 K,2974,Well 3,3,6/14/2012,15:15,2012,6,14,15,15,0.45,GFS,7,19
2975 K,2975,Well 3,3,6/16/2012,15:15,2012,6,16,15,15,0.45,GFS,7,20
2976 K,2976,Well 3,3,6/18/2012,15:15,2012,6,18,15,15,0.45,GFS,7,21
2977 K,2977,Well 3,3,6/20/2012,15:15,2012,6,20,15,15,0.45,GFS,7,22
2978 K,2978,Well 3,3,6/22/2012,15:15,2012,6,22,15,15,0.45,GFS,7,23
2979 K,2979,Well 1,1,6/20/2012,9:36,2012,6,20,9,36,0.45,GFS,7,1
2980 K,2980,Well 1,1,6/23/2012,9:36,2012,6,23,9,36,0.45,GFS,7,2
2981 K,2981,Well 1,1,6/26/2012,9:36,2012,6,26,9,36,0.45,GFS,7,3
2982 K,2982,Well 1,1,6/29/2012,9:36,2012,6,29,9,36,0.45,GFS,7,4
2983 K,2983,Well 1,1,7/2/2012,9:36,2012,7,2,9,36,0.45,GFS,7,5
2984 K,2984,Well 1,1,7/5/2012,9:36,2012,7,5,9,36,0.45,GFS,7,6
2985 K,2985,Well 1,1,7/8/2012,9:36,2012,7,8,9,36,0.45,GFS,7,7
2986 K,2986,Well 1,1,7/11/2012,9:36,2012,7,11,9,36,0.45,GFS,7,8
2987 K,2987,Well 1,1,7/14/2012,9:36,2012,7,14,9,36,0.45,GFS,7,9
2988 K,2988,Well 1,1,7/17/2012,9:37,2012,7,17,9,37,0.45,GFS,7,10
2989 K,2989,Well 1,1,7/20/2012,9:38,2012,7,20,9,38,0.45,GFS,7,11
2990 K,2990,Well 1,1,7/23/2012,9:39,2012,7,23,9,39,0.45,GFS,7,13
2991 K,2991,Well 1,1,7/26/2012,9:39,2012,7,26,9,39,0.45,GFS,7,14
2992 K,2992,Elder,0,6/20/2012,9:36,2012,6,20,9,36,0.45,GFS,7,1
2993 K,2993,Elder,0,6/23/2012,9:36,2012,6,23,9,36,0.45,GFS,7,2
2994 K,2994,Elder,0,6/26/2012,9:36,2012,6,26,9,36,0.45,GFS,7,3
2995 K,2995,Elder,0,6/29/2012,9:36,2012,6,29,9,36,0.45,GFS,7,4
2996 K,2996,Elder,0,7/2/2012,9:36,2012,7,2,9,36,0.45,GFS,7,5
2997 K,2997,Elder,0,7/5/2012,9:36,2012,7,5,9,36,0.45,GFS,7,6
2998 K,2998,Elder,0,7/8/2012,9:36,2012,7,8,9,36,0.45,GFS,7,7
2999 K,2999,Elder,0,7/11/2012,9:36,2012,7,11,9,36,0.45,GFS,7,8
3000 K,3000,Elder,0,7/14/2012,9:36,2012,7,14,9,36,0.45,GFS,7,9
3001 K,3001,Elder,0,7/17/2012,9:37,2012,7,17,9,37,0.45,GFS,7,10
3002 K,3002,Elder,0,7/20/2012,9:38,2012,7,20,9,38,0.45,GFS,7,11
3003 K,3003,Elder,0,7/23/2012,9:39,2012,7,23,9,39,0.45,GFS,7,13
3004 K,3004,Elder,0,7/26/2012,9:39,2012,7,26,9,39,0.45,GFS,7,14
3005 K,3005,Well 10,10,6/22/2012,17:07,2012,6,22,17,7,0.45,GFS,7,1
3006 K,3006,Well 10,10,6/25/2012,17:07,2012,6,25,17,7,0.45,GFS,7,2
3007 K,3007,Well 10,10,6/28/2012,17:07,2012,6,28,17,7,0.45,GFS,7,3
3008 K,3008,Well 10,10,7/1/2012,17:07,2012,7,1,17,7,0.45,GFS,7,4
3009 K,3009,Well 10,10,7/4/2012,17:07,2012,7,4,17,7,0.45,GFS,7,5
3010 K,3010,Well 10,10,7/7/2012,17:07,2012,7,7,17,7,0.45,GFS,7,6
3011 K,3011,Well 10,10,7/10/2012,17:07,2012,7,10,17,7,0.45,GFS,7,7
3012 K,3012,Well 10,10,7/13/2012,17:07,2012,7,13,17,7,0.45,GFS,7,8
3013 K,3013,Well 10,10,7/16/2012,17:07,2012,7,16,17,7,0.45,GFS,7,9
3014 K,3014,Well 10,10,7/19/2012,17:07,2012,7,19,17,7,0.45,GFS,7,10
3015 K,3015,Well 10,10,7/22/2012,17:07,2012,7,22,17,7,0.45,GFS,7,11
3016 K,3016,Well 10,10,7/25/2012,17:07,2012,7,25,17,7,0.45,GFS,7,13
3017 K,3017,Well 10,10,7/28/2012,17:07,2012,7,28,17,7,0.45,GFS,7,14
3018 K,3018,Well 10,10,7/31/2012,17:07,2012,7,31,17,7,0.45,GFS,7,15
3019 K,3019,Well 10,10,8/3/2012,17:07,2012,8,3,17,7,0.45,GFS,7,16
3020 K,3020,Well 10,10,8/6/2012,17:07,2012,8,6,17,7,0.45,GFS,7,17
3021 K,3021,Well 10,10,8/8/2012,18:47,2012,8,8,18,47,0.45,GFS,7,18
3022 K,3022,Well 10,10,8/11/2012,18:48,2012,8,11,18,48,0.45,GFS,7,19
3023 K,3023,Well 10,10,8/14/2012,18:48,2012,8,14,18,48,0.45,GFS,7,20
3024 K,3024,Well 10,10,8/17/2012,18:48,2012,8,17,18,48,0.45,GFS,7,21
3025 K,3025,Well 3,3,6/22/2012,16:45,2012,6,22,16,45,0.45,GFS,7,1
3026 K,3026,Well 3,3,6/25/2012,16:45,2012,6,25,16,45,0.45,GFS,7,2
3027 K,3027,Well 3,3,6/28/2012,16:45,2012,6,28,16,45,0.45,GFS,7,3
3028 K,3028,Well 3,3,7/1/2012,16:45,2012,7,1,16,45,0.45,GFS,7,4
3029 K,3029,Well 3,3,7/4/2012,16:45,2012,7,4,16,45,0.45,GFS,7,5
3030 K,3030,Well 1,1,9/8/2012,11:03,2012,9,8,11,3,0.45,GFS,7,1
3031 K,3031,Well 1,1,9/11/2012,11:03,2012,9,11,11,3,0.45,GFS,7,2
3032 K,3032,Well 1,1,9/14/2012,11:03,2012,9,14,11,3,0.45,GFS,7,3
3033 K,3033,Well 1,1,9/17/2012,11:03,2012,9,17,11,3,0.45,GFS,7,4
3034 K,3034,Well 1,1,9/20/2012,11:03,2012,9,20,11,3,0.45,GFS,7,5
3035 K,3035,Well 1,1,9/23/2012,11:03,2012,9,23,11,3,0.45,GFS,7,6
3036 K,3036,Well 1,1,9/26/2012,11:03,2012,9,26,11,3,0.45,GFS,7,7
3037 K,3037,Well 1,1,9/29/2012,11:03,2012,9,29,11,3,0.45,GFS,7,8
3038 K,3038,Well 1,1,10/2/2012,11:03,2012,10,2,11,3,0.45,GFS,7,9
3039 K,3039,Well 1,1,10/5/2012,11:03,2012,10,5,11,3,0.45,GFS,7,10
3040 K,3040,Well 1,1,10/8/2012,11:03,2012,10,8,11,3,0.45,GFS,7,11
3041 K,3041,Elder,0,9/8/2012,11:03,2012,9,8,11,3,0.45,GFS,7,1
3042 K,3042,Elder,0,9/11/2012,11:03,2012,9,11,11,3,0.45,GFS,7,2
3043 K,3043,Elder,0,9/14/2012,11:03,2012,9,14,11,3,0.45,GFS,7,3
3044 K,3044,Elder,0,9/17/2012,11:03,2012,9,17,11,3,0.45,GFS,7,4
3045 K,3045,Elder,0,9/20/2012,11:03,2012,9,20,11,3,0.45,GFS,7,5
3046 K,3046,Elder,0,9/23/2012,11:03,2012,9,23,11,3,0.45,GFS,7,6
3047 K,3047,Elder,0,9/26/2012,11:03,2012,9,26,11,3,0.45,GFS,7,7
3048 K,3048,Elder,0,9/29/2012,11:03,2012,9,29,11,3,0.45,GFS,7,8
3049 K,3049,Elder,0,10/2/2012,11:03,2012,10,2,11,3,0.45,GFS,7,9
3050 K,3050,Elder,0,10/5/2012,11:03,2012,10,5,11,3,0.45,GFS,7,10
3051 K,3051,Elder,0,10/8/2012,11:03,2012,10,8,11,3,0.45,GFS,7,11
3052 K,3052,Well 10,10,9/7/2012,12:27,2012,9,7,12,27,0.45,GFS,7,1
3053 K,3053,Well 10,10,9/10/2012,12:27,2012,9,10,12,27,0.45,GFS,7,2
3054 K,3054,Well 10,10,9/13/2012,12:28,2012,9,13,12,28,0.45,GFS,7,3
3055 K,3055,Well 10,10,9/16/2012,12:27,2012,9,16,12,27,0.45,GFS,7,4
3056 K,3056,Well 10,10,9/19/2012,12:27,2012,9,19,12,27,0.45,GFS,7,5
3057 K,3057,Well 10,10,9/22/2012,12:27,2012,9,22,12,27,0.45,GFS,7,6
3058 K,3058,Well 10,10,9/25/2012,12:27,2012,9,25,12,27,0.45,GFS,7,7
3059 K,3059,Well 10,10,9/28/2012,12:27,2012,9,28,12,27,0.45,GFS,7,8
3060 K,3060,Well 10,10,10/1/2012,12:27,2012,10,1,12,27,0.45,GFS,7,9
3061 K,3061,Well 10,10,10/4/2012,12:27,2012,10,4,12,27,0.45,GFS,7,10
3062 K,3062,Well 10,10,10/7/2012,12:27,2012,10,7,12,27,0.45,GFS,7,11
3063 K,3063,Well 10,10,10/10/2012,12:27,2012,10,10,12,27,0.45,GFS,7,13
3064 K,3064,Well 10,10,10/13/2012,12:27,2012,10,13,12,27,0.45,GFS,7,14
3065 K,3065,Well 10,10,10/16/2012,12:27,2012,10,16,12,27,0.45,GFS,7,15
3066 K,3066,Well 10,10,10/19/2012,12:27,2012,10,19,12,27,0.45,GFS,7,16
3067 K,3067,Well 1,1,10/19/2012,15:06,2012,10,19,15,6,0.45,GFS,7,1
3068 K,3068,Well 1,1,10/20/2012,12:02,2012,10,20,12,2,0.45,GFS,7,2
3069 K,3069,Well 1,1,10/21/2012,12:03,2012,10,21,12,3,0.45,GFS,7,3
3070 K,3070,Well 1,1,10/22/2012,12:03,2012,10,22,12,3,0.45,GFS,7,4
3071 K,3071,Well 1,1,10/23/2012,12:03,2012,10,23,12,3,0.45,GFS,7,5
3072 K,3072,Well 1,1,10/24/2012,12:03,2012,10,24,12,3,0.45,GFS,7,6
3073 K,3073,Well 1,1,10/25/2012,12:03,2012,10,25,12,3,0.45,GFS,7,7
3074 K,3074,Well 1,1,10/26/2012,12:03,2012,10,26,12,3,0.45,GFS,7,8
3075 K,3075,Well 1,1,10/27/2012,12:03,2012,10,27,12,3,0.45,GFS,7,9
3076 K,3076,Well 1,1,10/28/2012,12:03,2012,10,28,12,3,0.45,GFS,7,10
3077 K,3077,Well 1,1,10/29/2012,12:03,2012,10,29,12,3,0.45,GFS,7,11
3078 K,3078,Well 1,1,10/30/2012,12:03,2012,10,30,12,3,0.45,GFS,7,13
3079 K,3079,Well 1,1,10/31/2012,12:03,2012,10,31,12,3,0.45,GFS,7,14
3080 K,3080,Well 1,1,11/1/2012,12:03,2012,11,1,12,3,0.45,GFS,7,15
3081 K,3081,Well 1,1,11/2/2012,12:03,2012,11,2,12,3,0.45,GFS,7,16
3082 K,3082,Well 1,1,11/3/2012,12:03,2012,11,3,12,3,0.45,GFS,7,17
3083 K,3083,Well 1,1,11/4/2012,12:03,2012,11,4,12,3,0.45,GFS,7,18
3084 K,3084,Well 1,1,11/5/2012,12:03,2012,11,5,12,3,0.45,GFS,7,19
3085 K,3085,Well 1,1,11/6/2012,12:03,2012,11,6,12,3,0.45,GFS,7,20
3086 K,3086,Well 1,1,11/7/2012,12:03,2012,11,7,12,3,0.45,GFS,7,21
3087 K,3087,Well 1,1,11/8/2012,12:03,2012,11,8,12,3,0.45,GFS,7,22
3088 K,3088,Well 1,1,11/9/2012,12:03,2012,11,9,12,3,0.45,GFS,7,23
3089 K,3089,Elder,0,10/19/2012,15:06,2012,10,19,15,6,0.45,GFS,7,1
3090 K,3090,Elder,0,10/20/2012,12:02,2012,10,20,12,2,0.45,GFS,7,2
3091 K,3091,Elder,0,10/21/2012,12:03,2012,10,21,12,3,0.45,GFS,7,3
3092 K,3092,Elder,0,10/22/2012,12:03,2012,10,22,12,3,0.45,GFS,7,4
3093 K,3093,Elder,0,10/23/2012,12:03,2012,10,23,12,3,0.45,GFS,7,5
3094 K,3094,Elder,0,10/24/2012,12:03,2012,10,24,12,3,0.45,GFS,7,6
3095 K,3095,Elder,0,10/25/2012,12:03,2012,10,25,12,3,0.45,GFS,7,7
3096 K,3096,Elder,0,10/26/2012,12:03,2012,10,26,12,3,0.45,GFS,7,8
3097 K,3097,Elder,0,10/27/2012,12:03,2012,10,27,12,3,0.45,GFS,7,9
3098 K,3098,Elder,0,10/28/2012,12:03,2012,10,28,12,3,0.45,GFS,7,10
3099 K,3099,Elder,0,10/29/2012,12:03,2012,10,29,12,3,0.45,GFS,7,11
3100 K,3100,Elder,0,10/30/2012,12:03,2012,10,30,12,3,0.45,GFS,7,13
3101 K,3101,Elder,0,10/31/2012,12:03,2012,10,31,12,3,0.45,GFS,7,14
3102 K,3102,Elder,0,11/1/2012,12:03,2012,11,1,12,3,0.45,GFS,7,15
3103 K,3103,Elder,0,11/2/2012,12:03,2012,11,2,12,3,0.45,GFS,7,16
3104 K,3104,Elder,0,11/3/2012,12:03,2012,11,3,12,3,0.45,GFS,7,17
3105 K,3105,Elder,0,11/4/2012,12:03,2012,11,4,12,3,0.45,GFS,7,18
3106 K,3106,Elder,0,11/5/2012,12:03,2012,11,5,12,3,0.45,GFS,7,19
3107 K,3107,Elder,0,11/6/2012,12:03,2012,11,6,12,3,0.45,GFS,7,20
3108 K,3108,Elder,0,11/7/2012,12:03,2012,11,7,12,3,0.45,GFS,7,21
3109 K,3109,Elder,0,11/8/2012,12:03,2012,11,8,12,3,0.45,GFS,7,22
3110 K,3110,Elder,0,11/9/2012,12:03,2012,11,9,12,3,0.45,GFS,7,23
3111 K,3111,Well 10,10,10/19/2012,13:28,2012,10,19,13,28,0.45,GFS,7,1
3112 K,3112,Well 10,10,10/21/2012,13:28,2012,10,21,13,28,0.45,GFS,7,2
3113 K,3113,Well 10,10,10/23/2012,13:28,2012,10,23,13,28,0.45,GFS,7,3
3114 K,3114,Well 10,10,10/25/2012,13:28,2012,10,25,13,28,0.45,GFS,7,4
3115 K,3115,Well 10,10,10/27/2012,13:28,2012,10,27,13,28,0.45,GFS,7,5
3116 K,3116,Well 10,10,10/29/2012,13:28,2012,10,29,13,28,0.45,GFS,7,6
3117 K,3117,Well 10,10,10/31/2012,13:28,2012,10,31,13,28,0.45,GFS,7,7
3118 K,3118,Well 10,10,11/2/2012,13:28,2012,11,2,13,28,0.45,GFS,7,8
3119 K,3119,Well 10,10,11/4/2012,13:28,2012,11,4,13,28,0.45,GFS,7,9
3120 K,3120,Well 10,10,11/6/2012,13:28,2012,11,6,13,28,0.45,GFS,7,10
3121 K,3121,Well 10,10,11/8/2012,13:28,2012,11,8,13,28,0.45,GFS,7,11
3122 K,3122,Well 10,10,11/10/2012,13:28,2012,11,10,13,28,0.45,GFS,7,13
3123 K,3123,Well 10,10,11/12/2012,13:28,2012,11,12,13,28,0.45,GFS,7,14
3124 K,3124,Well 10,10,11/14/2012,13:28,2012,11,14,13,28,0.45,GFS,7,15
3125 K,3125,Well 1,1,11/16/2012,13:43,2012,11,16,13,43,0.45,GFS,7,1
3126 K,3126,Well 1,1,11/17/2012,13:43,2012,11,17,13,43,0.45,GFS,7,2
3127 K,3127,Well 1,1,11/18/2012,13:43,2012,11,18,13,43,0.45,GFS,7,3
3128 K,3128,Well 1,1,11/19/2012,13:44,2012,11,19,13,44,0.45,GFS,7,4
3129 K,3129,Well 1,1,11/20/2012,13:43,2012,11,20,13,43,0.45,GFS,7,5
