Sample Id,location,sampling_date_JD,rundate,evaporated(no = 0/ yes = 1) ,bad_filters (no = 0/yes =1),storage_time_days,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD
861,1,701.5006944,20100216,0,0,75.49930556,723.00,9.60,2613.70,25.40,593981.10,18394.70,8.30,0.10,10656.80,63.30,-1.70,5.90,335258.70,8717.20,279423.10,4713.00,123.10,3.70,-9999.00,-9999.00,2.40,2.00,592846.00,16494.90,-4.00,2.30,-354.00,0.10,-349.40,1.30,-1.70,0.10,-0.30,0.00,-5.40,0.30,-6.70,0.30,51.70,0.00,51.50,3.30,0.00,0.00,11018.40,316.80,0.00,0.00,-8.40,10.70,1396.30,38.50,21558.50,364.00,-10.00,1.30
862,1,702.5006944,20100216,0,0,74.49930556,800.90,2.00,2359.40,61.10,507078.90,10512.20,7.90,0.60,11537.00,425.70,-1.70,2.80,363913.40,7032.80,279349.40,20524.10,274.10,50.80,-9999.00,-9999.00,-6.90,1.30,525504.70,1924.30,-4.90,0.10,-361.00,2.00,-358.70,4.80,-1.70,0.10,-0.30,0.00,-6.10,0.00,-7.00,0.80,10.90,3.40,7.50,0.70,0.00,0.00,11852.50,280.10,0.00,0.00,-8.40,41.00,1482.30,33.90,22876.30,886.70,-11.00,2.40
863,1,703.5006944,20100216,0,0,73.49930556,889.40,5.80,2528.10,38.90,690577.10,4249.50,10.00,0.30,14146.80,304.00,-1.70,2.80,391086.90,12876.00,333144.30,7427.30,1397.90,24.90,-9999.00,-9999.00,-2.60,0.00,700370.30,19385.20,1.60,1.10,-421.30,1.00,-423.20,3.30,-1.90,0.10,-0.40,0.00,-5.00,0.00,-5.00,0.10,30.40,1.80,34.80,1.30,0.00,0.00,13593.50,656.50,0.00,0.00,-8.40,1.00,1671.50,11.80,25588.20,710.70,6.70,0.00
864,1,704.5006944,20100216,0,0,72.49930556,817.10,11.30,2498.60,38.00,571886.50,2194.70,9.30,0.20,11668.80,261.10,-1.70,7.40,394567.10,580.60,330631.90,13891.20,406.60,6.90,-9999.00,-9999.00,17.80,9.20,588047.60,2105.00,67.00,0.90,-272.60,9.80,-266.80,9.60,-2.00,0.00,-0.40,0.00,-4.10,0.90,-4.10,0.50,72.10,5.40,66.50,1.90,0.00,0.00,13148.20,599.70,0.00,0.00,-8.40,39.00,1567.00,111.30,25313.60,1580.10,-13.80,21.70
887,1,715.6354167,20100216,0,0,61.36458333,1068.90,11.80,1064.10,12.50,1629016.90,21392.60,11.00,0.30,3907.00,100.40,-1.70,11.10,322115.60,1567.00,335424.50,3640.10,99.70,1.40,-9999.00,-9999.00,2201.20,7.20,1595469.50,24826.20,145.80,0.30,-408.10,1.60,-410.70,6.10,-1.20,0.10,-0.30,0.00,13.40,0.70,12.40,0.20,141.60,1.10,147.80,7.00,0.00,0.00,4112.40,73.40,0.00,0.00,-8.40,10.70,1385.90,59.70,32110.10,645.50,6.10,18.20
893,1,715.6861111,20100216,0,0,61.31388889,861.50,8.20,3002.10,42.50,1346350.90,24175.70,9.30,0.20,14855.30,500.20,-1.70,24.30,398755.20,3494.10,350427.30,10044.60,25.60,0.80,-9999.00,-9999.00,25.60,6.30,1366997.50,27190.00,8228.60,11.00,51.90,2.50,53.60,3.30,5.00,0.10,0.00,0.00,-1.60,0.40,-0.70,1.70,152.50,5.40,149.90,5.30,0.00,0.00,14979.60,330.90,0.00,0.00,-8.40,10.30,2296.10,75.50,29700.00,276.00,-3.00,24.80
894,1,716.6868056,20100216,0,0,60.31319444,887.50,8.70,2604.60,13.40,1010723.70,5300.70,10.50,0.20,13696.90,107.60,-1.70,2.40,379657.50,42.30,368570.30,4430.80,1678.60,8.30,-9999.00,-9999.00,13.40,4.50,958186.30,17032.90,112.80,4.30,-418.90,0.50,-431.30,6.00,-1.40,0.00,-0.30,0.00,0.10,1.40,-0.10,0.20,74.70,4.20,78.90,0.60,0.00,0.00,12516.90,698.00,0.00,0.00,-8.40,12.20,1618.60,44.20,29851.60,944.80,-6.30,11.20
895,1,717.6868056,20100216,0,0,59.31319444,807.70,16.10,2222.90,12.00,852927.20,116883.20,9.10,0.30,11982.10,130.20,-1.70,4.60,374720.90,3770.00,351035.60,1392.10,483.50,2.70,-9999.00,-9999.00,-3.30,2.50,968067.50,36310.60,242.00,3.60,-360.30,0.70,-369.00,2.50,-0.80,0.00,-0.30,0.00,-1.60,0.10,-1.50,0.30,103.70,1.40,95.10,3.70,0.00,0.00,12768.60,529.00,0.00,0.00,-8.40,5.60,1557.30,69.90,27582.90,733.30,-9.10,6.10
896,1,718.6868056,20100216,0,0,58.31319444,753.40,12.90,2631.60,23.30,1178175.90,32410.50,8.50,0.30,12466.40,112.40,-1.70,9.20,408044.80,3224.40,368118.90,8645.10,18.20,2.70,-9999.00,-9999.00,19.20,0.50,1264342.40,6846.00,6700.50,74.80,38.40,0.80,33.70,0.80,5.90,0.50,0.10,0.00,-0.20,0.40,-0.40,1.30,165.50,1.40,158.60,1.90,0.00,0.00,14639.50,365.60,0.00,0.00,-8.40,24.60,1711.90,60.60,29171.30,957.10,4.00,18.10
897,1,719.6868056,20100216,0,0,57.31319444,835.90,4.10,2402.90,29.50,988276.30,18515.20,9.10,0.20,13342.10,291.00,-1.70,3.80,381374.60,518.90,343039.80,8736.30,13.70,1.30,-9999.00,-9999.00,4.00,7.90,1035094.60,3827.20,1006.20,3.00,-332.30,1.80,-337.60,0.80,1.10,0.00,-0.20,0.00,-2.50,0.10,-2.00,0.40,86.80,2.70,87.10,0.90,0.00,0.00,13533.80,820.10,0.00,0.00,-8.40,32.10,1665.10,79.50,25869.70,694.70,-6.60,1.20
898,1,720.6861111,20100216,0,0,56.31388889,698.80,3.90,2412.00,28.70,818162.80,6882.60,8.00,0.10,10027.00,131.60,-1.70,7.50,330721.80,5226.70,287101.20,14247.00,-13.90,4.00,-9999.00,-9999.00,-5.60,3.60,854588.30,13026.80,505.10,3.70,-329.30,0.10,-338.00,1.30,0.50,0.10,-0.20,0.00,-3.20,0.40,-1.90,0.40,78.50,1.30,80.60,0.40,0.00,0.00,11292.80,476.10,0.00,0.00,-8.40,0.70,1362.00,10.20,22286.70,1186.80,8.20,8.60
899,1,721.6861111,20100216,0,0,55.31388889,825.50,3.80,2763.20,74.00,1205498.80,39489.80,9.40,0.50,13755.40,575.60,-1.70,3.20,387532.50,10915.20,363001.30,2301.90,10059.80,48.70,-9999.00,-9999.00,48.70,2.60,1235312.30,29065.10,6555.50,41.40,78.50,0.10,69.50,1.40,6.90,0.40,0.10,0.00,64.10,1.90,64.60,1.80,294.70,1.40,294.40,2.70,0.00,0.00,13382.70,706.20,0.00,0.00,-8.40,32.30,1662.30,85.20,30335.70,891.90,2.60,11.40
901,1,723.6861111,20100216,0,0,53.31388889,811.40,11.90,2794.40,13.60,889455.10,8530.20,9.20,0.10,11477.80,854.90,-1.70,6.80,389044.00,6766.80,342778.70,4883.60,76.20,0.50,-9999.00,-9999.00,-4.70,10.00,943900.30,21341.30,129.30,2.30,-226.00,3.60,-230.10,0.90,0.00,0.40,-0.10,0.00,-3.60,0.40,-2.20,0.30,129.00,0.40,123.70,0.90,0.00,0.00,13497.40,1158.60,0.00,0.00,-8.40,37.00,1661.20,141.10,25468.70,1284.80,-8.40,2.20
902,1,724.6861111,20100216,0,0,52.31388889,818.70,6.30,2755.40,29.70,734982.50,7658.60,9.30,0.00,12546.00,177.70,-1.70,6.80,377117.40,5578.00,340035.90,3637.80,66.50,1.80,-9999.00,-9999.00,45.30,3.00,741515.40,14294.40,17.20,0.30,-174.20,1.90,-177.30,3.00,-0.50,0.00,-0.10,0.00,3.00,0.50,5.60,0.00,94.30,3.50,104.90,2.90,0.00,0.00,12583.10,433.50,0.00,0.00,-8.40,3.90,1655.60,38.90,26197.20,1430.10,-10.20,0.70
903,1,725.6861111,20100216,0,0,51.31388889,797.60,2.10,2588.40,40.10,933297.50,13891.10,9.20,0.20,12567.20,55.10,-1.70,4.40,368547.50,11287.10,326645.90,13480.40,92.20,4.40,-9999.00,-9999.00,-25.30,3.00,947200.90,17933.30,427.00,9.00,-185.30,0.90,-193.70,0.60,0.60,0.20,-0.10,0.00,-4.40,0.30,-2.50,0.10,112.30,0.00,121.10,5.00,0.00,0.00,12994.60,434.70,0.00,0.00,-8.40,24.10,1659.90,94.30,24678.10,908.60,-4.60,6.50
904,1,726.6861111,20100216,0,0,50.31388889,728.00,1.60,2606.30,16.70,839709.90,1901.30,7.80,0.00,10330.10,114.10,-1.70,8.60,332698.10,7494.00,287875.50,3241.90,-2.30,0.90,-9999.00,-9999.00,4.40,4.00,841363.20,14759.00,547.70,12.20,-129.50,3.50,-134.30,1.60,0.90,0.10,-0.10,0.00,4.20,0.10,4.40,0.70,98.80,4.20,102.80,1.90,0.00,0.00,11412.30,414.30,0.00,0.00,-8.40,21.30,1205.20,299.50,20181.50,897.20,-11.30,17.10
905,1,727.6861111,20100216,0,0,49.31388889,831.80,15.80,3098.20,80.70,1284161.10,48670.10,9.40,0.20,14721.10,495.60,-1.70,2.90,403664.20,8668.40,355184.70,5507.70,79.10,4.30,-9999.00,-9999.00,62.60,2.80,1271524.70,10207.60,5649.40,142.30,103.60,3.90,102.20,5.40,5.80,0.20,0.10,0.00,1.60,1.30,2.30,0.40,176.20,3.30,178.60,11.80,0.00,0.00,14662.80,495.30,0.00,0.00,-8.40,17.60,1792.70,45.00,27712.20,868.00,-0.80,17.00
906,1,728.6861111,20100216,0,0,48.31388889,709.80,3.20,2867.10,31.00,687850.30,78900.70,8.00,0.20,11422.30,124.70,-23.80,12.20,342639.00,5217.00,296909.30,1954.30,3344.90,28.70,-9999.00,-9999.00,-10.00,0.20,797619.30,7913.90,209.30,3.40,-101.10,0.10,-107.30,0.40,0.50,0.10,0.00,0.00,-5.40,0.00,-3.80,0.40,75.80,0.40,79.40,8.40,0.00,0.00,12064.10,267.70,0.00,0.00,-8.40,41.60,1537.40,30.50,19822.40,444.80,-5.30,2.80
907,1,729.6861111,20100216,0,0,47.31388889,694.80,4.80,3034.30,23.20,716551.10,11995.10,7.10,0.10,10146.80,312.60,-1.70,3.80,319640.10,5723.10,265046.40,7440.40,41.80,5.80,-9999.00,-9999.00,-13.90,7.40,766729.40,11158.80,465.40,10.40,-49.30,0.10,-48.70,5.60,0.90,0.00,0.00,0.00,-3.60,0.40,-2.60,0.70,105.90,5.60,101.20,3.30,0.00,0.00,10882.60,37.10,0.00,0.00,-8.40,21.60,1364.70,21.00,18915.30,1412.50,-10.10,6.40
908,1,730.6861111,20100216,0,0,46.31388889,803.70,7.30,2830.70,19.10,878908.50,10759.50,9.80,0.00,12496.00,317.10,-1.70,6.30,375134.80,7656.80,336708.30,96.00,-25.00,12.30,-9999.00,-9999.00,-37.80,0.60,893420.10,19761.00,295.10,0.40,-84.90,2.50,-97.70,0.50,0.90,0.00,0.00,0.00,-5.40,0.60,-4.60,0.80,79.10,6.70,78.40,4.40,0.00,0.00,13172.90,885.30,0.00,0.00,-8.40,7.60,1766.20,19.60,23911.90,801.90,-4.30,2.50
494,1,510.7361111,20100329,0,0,307.2638889,809.58,22.35,2991.60,78.91,1610870.42,28580.69,8.22,0.09,14882.19,593.07,6.85,1.89,411400.88,6752.25,345481.47,12069.02,-3.08,2.83,-9999.00,-9999.00,497.94,15.69,1700713.43,8280.33,266.06,2.40,-6.82,1.15,-6.62,3.50,0.00,0.01,0.31,0.39,-7.21,0.10,-8.46,0.34,-115.11,0.72,-117.09,0.78,0.00,0.00,15852.83,762.72,0.00,0.00,30.04,4.23,1802.24,29.00,28302.30,1519.23,20.07,3.00
495,2,510.7083333,20100329,0,0,307.2916667,404.37,7.19,3180.64,79.88,744257.45,2653.15,13.85,0.29,2681.22,61.44,6.85,1.54,276827.04,6277.41,338705.68,13215.36,142.70,1.43,-9999.00,-9999.00,189.31,0.13,722879.14,11136.13,8.75,1.00,10.58,0.81,10.81,0.33,0.21,0.04,0.02,0.00,10.19,3.02,10.79,0.99,-90.15,2.20,-91.19,0.19,0.00,0.00,2757.41,2.76,0.00,0.00,30.04,2.62,413.54,8.25,65347.35,579.35,18.71,0.33
496,3,510.7083333,20100329,0,0,307.2916667,834.90,7.80,650.25,3.56,361523.97,5577.20,6.81,0.34,1526.37,61.08,6.85,1.64,285827.96,3766.55,153594.17,6460.76,58.26,0.93,-9999.00,-9999.00,1317.30,6.18,354689.19,37.77,246.93,1.79,1.69,0.05,1.15,2.13,1.67,0.22,0.13,0.01,12.93,1.67,13.55,0.34,23.40,7.08,10.79,7.57,0.00,0.00,1565.15,83.70,0.00,0.00,30.04,9.10,1069.37,3.52,23669.74,1689.37,27.10,10.93
497,5,510.75,20100329,0,0,307.25,1241.60,25.56,3762.11,176.24,2289094.01,6462.24,9.81,0.22,38643.67,726.70,6.85,7.31,539408.15,8863.73,544131.06,2364.06,53.98,0.64,-9999.00,-9999.00,153.16,8.31,2290586.10,19118.87,244.17,0.96,11.21,2.00,6.97,1.70,0.39,0.03,0.02,0.00,0.51,0.84,0.69,1.19,-55.80,1.33,-56.63,0.29,0.00,0.00,39436.53,273.84,0.00,0.00,30.04,17.29,905.46,22.08,34416.63,1224.81,26.73,2.50
498,6,510.7604167,20100329,0,0,307.2395833,1169.97,15.11,1207.22,36.64,911098.71,11302.19,6.16,0.10,3044.95,74.26,6.85,3.13,335660.03,1959.00,326005.68,2238.56,46.81,0.24,-9999.00,-9999.00,578.06,13.11,903618.80,2365.94,1903.26,8.59,-0.45,0.68,-0.79,1.28,1.19,0.43,0.04,0.00,-0.44,1.00,-1.16,1.06,-67.03,4.56,-68.69,1.46,0.00,0.00,3157.85,0.61,0.00,0.00,30.04,12.32,1377.32,7.65,22617.17,611.47,24.25,8.94
499,7,510.7708333,20100329,0,0,307.2291667,1251.75,16.65,352.48,8.80,146239.58,3247.30,4.51,0.14,317.04,8.64,6.85,4.47,264256.01,5457.39,101307.67,358.15,367.18,9.57,-9999.00,-9999.00,1282.22,60.93,146101.06,3478.40,159.19,3.91,7.23,0.34,10.30,3.61,0.94,0.17,0.15,0.00,1.58,0.45,1.46,1.02,-21.31,8.26,-13.70,5.24,0.00,0.00,327.69,0.43,0.00,0.00,30.04,14.54,196.35,14.40,11098.70,395.78,34.47,3.15
548,1,548.4583333,20100329,0,0,269.5416667,738.02,10.49,2828.62,47.01,1477367.43,16612.02,8.81,0.25,14409.73,396.96,6.85,3.25,358080.47,1458.86,294997.32,9819.04,9.46,6.93,-9999.00,-9999.00,152.29,17.48,1497223.35,29409.34,10379.69,0.04,46.12,0.80,47.45,3.94,0.51,0.06,0.04,0.00,-1.19,0.48,-2.06,0.44,71.80,5.49,70.09,0.38,0.00,0.00,14953.38,485.50,0.00,0.00,30.04,10.61,1658.07,45.07,45469.52,361.16,26.89,3.40
549,3,548.5972222,20100329,0,0,269.4027778,983.08,3.06,828.03,19.49,949589.81,14829.29,8.49,0.17,3007.87,75.55,6.85,1.87,300277.09,10286.97,201861.55,8318.02,50.86,0.16,-9999.00,-9999.00,830.39,19.14,953816.91,9195.90,951.00,7.14,24.99,0.37,21.94,2.02,2.79,0.14,0.20,0.00,12.43,2.32,14.54,1.50,83.03,0.97,84.24,5.33,0.00,0.00,3227.15,134.59,0.00,0.00,30.04,9.05,1206.17,34.83,91012.92,931.62,29.03,4.67
550,5,548.5729167,20100329,0,0,269.4270833,1327.09,18.80,4131.79,101.83,2053994.15,150206.92,10.24,0.15,43059.04,547.19,6.85,2.85,521200.03,2241.75,454187.91,2680.31,19.10,1.25,-9999.00,-9999.00,421.16,3.48,2202171.93,14833.99,53.54,0.48,9.73,0.23,5.89,2.55,0.10,0.11,0.39,0.47,1.47,0.19,1.13,0.48,-7.27,5.49,-8.35,1.74,0.00,0.00,43517.20,126.62,0.00,0.00,30.04,7.21,996.69,28.75,54490.23,1256.60,13.23,7.85
551,6,548.5555556,20100329,0,0,269.4444444,1162.96,16.99,1147.28,36.24,940088.33,32042.75,7.57,0.10,3134.79,28.86,6.85,5.99,323263.02,4551.19,302817.43,6592.23,10.62,0.39,-9999.00,-9999.00,455.79,18.40,967267.09,6712.64,97.72,0.21,15.92,0.28,19.14,1.28,0.28,0.12,0.01,0.00,1.29,0.68,1.31,0.14,2.23,2.25,5.66,6.59,0.00,0.00,3331.15,103.30,0.00,0.00,30.04,18.63,1320.21,4.54,96744.81,2027.06,14.66,5.14
552,7,548.5416667,20100329,0,0,269.4583333,1096.59,42.15,808.40,28.60,1374388.59,864.04,9.61,0.03,3043.54,42.56,6.85,4.69,341998.67,545.16,323703.73,5309.10,116.82,3.27,-9999.00,-9999.00,766.32,20.65,1446804.70,18596.95,15459.11,200.74,64.55,0.72,63.55,9.91,18.09,0.65,0.50,0.01,7.74,0.39,9.51,0.65,105.92,0.46,102.13,1.94,0.00,0.00,3427.33,8.07,0.00,0.00,30.04,5.20,1571.05,35.54,50363.07,2489.01,20.31,2.97
553,10,548.5173611,20100329,0,0,269.4826389,807.50,4.43,398.56,21.20,126850.75,1363.69,8.29,0.13,426.12,6.19,6.85,3.45,222054.38,6305.52,116906.94,615.86,131.42,0.73,-9999.00,-9999.00,2209.85,31.84,126585.70,2394.15,518.30,140.33,17.66,0.47,17.11,6.39,2.92,0.12,0.11,0.01,8.54,0.10,8.20,0.79,107.70,2.67,104.24,2.91,0.00,0.00,467.62,10.47,0.00,0.00,30.04,10.04,168.26,10.27,34258.08,1698.67,26.16,16.21
601,1,582.4166667,20100329,0,0,235.5833333,842.30,3.19,3150.10,99.41,1572454.90,7754.31,8.54,0.12,15615.63,80.79,6.85,1.87,388438.95,8642.69,312363.00,8480.05,123.95,1.43,-9999.00,-9999.00,1363.20,8.00,1639890.72,7322.70,9080.09,81.85,227.87,0.99,234.63,7.13,1.34,0.04,0.28,0.31,2.14,1.00,1.33,0.31,48.16,4.72,51.18,0.58,0.00,0.00,16456.13,245.82,0.00,0.00,30.04,2.05,1934.13,3.56,32103.34,967.99,16.26,6.30
603,5,582.0625,20100329,0,0,235.9375,1429.77,6.87,4411.75,220.27,2252020.58,35163.66,16.08,0.17,45806.10,735.79,6.85,4.70,530924.90,12608.98,458526.28,9449.42,82.53,1.27,-9999.00,-9999.00,462.40,3.78,2302852.47,29578.10,86.66,1.34,15.03,0.18,15.26,4.46,0.29,0.05,0.05,0.00,16.12,0.58,19.58,0.89,98.12,2.82,87.88,5.24,0.00,0.00,46879.52,618.96,0.00,0.00,30.04,11.44,1082.28,22.15,263386.19,4139.31,12.96,4.45
604,6,582.5416667,20100329,0,0,235.4583333,1301.48,10.36,1352.38,67.60,973504.18,11125.85,14.03,0.17,3044.35,44.27,6.85,4.03,341505.84,3849.50,310474.39,4377.42,19.91,0.67,-9999.00,-9999.00,2222.02,39.36,982164.15,15643.63,77.95,1.12,6.78,0.25,4.44,4.68,0.34,0.03,0.02,0.00,4.17,0.06,4.93,1.16,69.88,2.61,59.47,6.79,0.00,0.00,3335.74,59.61,0.00,0.00,30.04,21.60,1322.04,24.38,475007.09,7331.91,24.85,3.33
605,7,582.5347222,20100329,0,0,235.4652778,1257.23,14.51,1393.10,23.82,1557120.54,15237.30,18.22,0.29,3583.23,71.11,6.85,2.10,351772.54,3716.43,360318.18,7869.91,33.32,1.40,-9999.00,-9999.00,3788.43,36.34,1643319.32,9299.67,2070.53,11.51,15.52,1.50,17.43,6.28,1.58,0.04,0.10,0.01,13.95,1.64,15.48,0.62,164.01,1.69,156.12,4.17,0.00,0.00,3811.59,347.36,0.00,0.00,30.04,19.69,1762.84,35.21,317506.90,8940.19,23.47,4.12
606,10,582.4895833,20100329,0,0,235.5104167,840.52,13.47,474.98,23.09,128458.15,937.99,9.29,0.08,434.27,2.15,6.85,4.49,245092.04,4486.86,118752.78,1723.46,107.51,3.80,-9999.00,-9999.00,2030.51,76.01,127472.11,3748.85,286.11,4.23,14.31,0.39,13.83,2.46,2.35,0.19,0.13,0.00,14.87,1.71,17.10,2.08,186.04,2.62,180.05,11.54,0.00,0.00,461.67,11.47,0.00,0.00,30.04,12.78,179.39,4.74,36000.28,870.56,28.99,2.32
655,3,612.5277778,20100329,0,0,205.4722222,1233.27,20.69,2532.42,400.75,1970067.55,30429.69,10.49,0.07,9863.82,154.16,6.85,4.28,467467.43,6203.69,301261.49,455.08,104.08,2.42,-9999.00,-9999.00,321.25,7.26,1957698.36,13098.56,1397.71,6.97,28.38,1.41,31.13,2.87,2.17,0.09,0.09,0.00,17.65,1.83,19.41,0.14,136.27,1.70,135.35,10.28,0.00,0.00,10011.01,234.50,0.00,0.00,30.04,8.27,2103.21,6.17,30900.52,590.13,15.71,0.32
656,5,612.5451389,20100329,0,0,205.4548611,1514.41,11.58,4973.62,136.34,2274057.43,29040.41,11.11,0.03,46915.13,447.97,6.85,4.01,566544.51,7150.60,456796.18,3422.89,43.45,0.46,-9999.00,-9999.00,469.97,17.20,2327703.36,11596.42,95.16,0.85,18.79,0.62,21.69,0.74,0.34,0.08,0.07,0.06,9.81,0.42,10.78,0.48,80.36,1.59,70.79,2.42,0.00,0.00,47794.79,733.65,0.00,0.00,30.04,0.13,1104.90,4.16,34186.08,1954.37,17.73,3.76
657,6,612.5625,20100329,0,0,205.4375,1230.29,13.36,1358.61,14.44,1029277.80,19830.66,6.76,0.10,3294.14,57.39,6.85,3.45,332831.16,4112.68,322625.94,3139.74,69.84,2.01,-9999.00,-9999.00,221.16,6.36,1040613.46,16048.81,90.61,2.02,46.41,0.39,48.73,0.43,0.52,0.12,0.01,0.00,5.55,0.58,7.48,0.68,38.78,1.59,43.71,1.36,0.00,0.00,3595.83,66.57,0.00,0.00,30.04,1.26,1327.15,32.62,30596.27,1114.14,17.55,7.49
658,7,612.5763889,20100329,0,0,205.4236111,1043.04,8.80,1356.18,15.69,1523267.85,5134.36,11.29,0.12,3367.82,66.01,6.85,4.68,326765.53,2501.23,371731.44,1421.02,38.48,0.48,-9999.00,-9999.00,856.17,10.38,1545209.52,27506.93,138.47,2.10,19.23,0.02,15.66,1.07,0.47,0.03,0.04,0.00,10.20,0.35,11.17,0.27,63.50,7.03,59.91,1.16,0.00,0.00,3666.38,39.60,0.00,0.00,30.04,2.35,1172.04,41.39,50902.88,1079.41,22.76,7.13
659,10,612.5902778,20100329,0,0,205.4097222,1050.00,2.55,578.55,24.49,241138.30,2956.50,10.90,0.21,856.99,6.35,6.85,4.35,276772.38,843.71,135534.75,759.15,232.08,2.67,-9999.00,-9999.00,1478.53,6.06,237117.02,1927.02,2487.86,5.46,68.03,3.17,69.53,4.06,14.68,0.82,0.24,0.00,25.85,1.22,24.33,1.30,186.15,2.61,169.46,2.32,0.00,0.00,943.60,32.39,0.00,0.00,30.04,6.02,558.91,10.46,48349.96,600.97,33.58,2.75
708,3,640.625,20100329,0,0,177.375,1245.43,12.34,2864.60,73.00,1896237.30,23903.44,9.44,0.06,10060.20,121.41,6.85,3.88,460090.45,2484.47,288031.70,3536.04,942.03,9.65,-9999.00,-9999.00,404.01,19.91,1904795.54,88.73,2173.70,13.07,770.62,11.62,797.13,16.31,3.77,0.36,0.06,0.00,10.74,1.00,10.63,0.31,152.08,1.69,138.37,3.68,0.00,0.00,10283.63,124.14,0.00,0.00,30.04,2.97,2068.64,28.25,81052.96,3965.49,16.36,8.65
709,5,640.6076389,20100329,0,0,177.3923611,1536.96,3.53,5367.24,81.05,2206206.56,15437.55,11.05,0.02,45477.43,185.37,6.85,3.62,558510.61,1346.37,433116.61,6980.44,69.12,0.61,-9999.00,-9999.00,606.14,0.92,2232507.90,33910.27,103.04,1.13,41.80,1.60,40.90,4.37,0.30,0.11,0.06,0.07,6.68,0.32,6.69,0.75,182.32,0.00,162.58,11.64,0.00,0.00,46723.42,1418.48,0.00,0.00,30.04,15.75,1076.84,18.33,80005.43,3317.99,26.72,6.87
710,6,640.5902778,20100329,0,0,177.4097222,1200.77,5.21,1347.80,27.56,1010954.78,11334.47,6.79,0.03,3167.69,25.35,6.85,2.25,325880.77,5249.01,302603.62,4064.45,34.51,1.08,-9999.00,-9999.00,425.56,16.56,1030079.59,4097.54,83.81,7.60,29.23,0.20,29.86,3.61,0.33,0.01,0.01,0.00,8.67,0.26,8.31,0.68,246.61,4.82,245.97,1.45,0.00,0.00,3525.29,26.23,0.00,0.00,30.04,1.33,1325.15,5.98,41853.70,792.09,30.83,2.64
711,7,640.5833333,20100329,0,0,177.4166667,1041.48,0.88,1463.04,22.59,1607222.07,5441.80,9.13,0.17,3511.05,52.29,6.85,2.56,333896.34,3506.47,387622.13,3568.57,23.19,1.86,-9999.00,-9999.00,1407.38,30.62,1608641.55,12095.65,66.01,0.28,6.40,0.39,8.05,1.81,0.32,0.04,0.01,0.00,9.00,0.29,10.12,1.61,133.99,3.75,125.55,10.28,0.00,0.00,3697.19,59.83,0.00,0.00,30.04,8.09,1400.22,25.63,40231.55,1014.96,21.31,3.40
784,1,666.5,20100329,0,0,151.5,891.99,8.50,3419.88,70.93,1323503.87,10367.93,11.54,0.23,14618.87,347.83,6.85,2.97,398602.34,569.49,345273.89,3310.06,5.11,0.88,-9999.00,-9999.00,494.71,4.52,1361419.86,7964.06,26644.80,188.47,492.07,1.73,495.03,4.37,7.17,0.82,0.11,0.00,3.01,0.03,3.13,0.20,51.78,0.61,39.53,4.46,0.00,0.00,14561.35,304.66,0.00,0.00,30.04,8.24,1693.13,70.83,33594.85,1249.48,25.79,9.99
786,5,666.6888889,20100329,0,0,151.3111111,1530.12,26.55,5273.96,89.52,2090140.45,14492.77,11.79,0.15,44711.40,519.72,6.85,4.47,551533.98,5084.75,406223.59,19479.08,44.88,1.40,-9999.00,-9999.00,285.28,12.19,2104569.85,2837.67,146.83,1.17,16.87,1.34,23.93,2.35,0.33,0.04,0.03,0.00,10.89,1.77,9.96,0.75,110.47,3.08,104.26,13.28,0.00,0.00,43829.26,1230.56,0.00,0.00,30.04,6.26,1068.59,2.81,92284.95,2750.99,24.95,1.30
787,6,666.6423611,20100329,0,0,151.3576389,1283.55,22.76,1415.28,64.57,1058726.60,10152.39,9.09,0.22,3340.70,36.14,6.85,6.87,351656.96,6398.70,331518.68,3123.27,2.80,0.11,-9999.00,-9999.00,194.05,3.17,1070178.09,1205.34,87.15,0.63,-8.48,0.86,-6.81,3.83,0.28,0.05,0.01,0.00,6.87,0.10,5.80,0.31,36.93,0.92,38.06,0.88,0.00,0.00,3654.99,122.88,0.00,0.00,30.04,2.92,1384.94,30.98,110565.79,6004.92,35.31,2.75
