,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
153,216 KR,216,CONGER,2,2010-10-23 14:30:00,"C 20110320 C106-1, 2, 3 1045 SNOW MELT","C 20110320 C106-1, 2, 3 1045 SNOW MELT",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-03-23 00:00:00,,Y,,2010-10-23 14:30:00,216,19.95141613,0.283286342,1334.460356,22.90793631,42613.66504,43.16129256,3.244914204,0.043489966,117.1193218,0.975019004,-3.15e-15,0.013301813,96408.26779,2654.757789,30769.78708,550.3841278,5523.80058,81.7992916,6372.976194,33.47483751,15341.94588,806.1480006,44169.49855,652.4795686,31.45204634,2.616204138,1444.950779,35.96270975,1487.002423,9.447730486,1.002748418,0.036418216,3.826697495,0.246657346,4289.48993,45.45506928,4320.359442,102.458554,2755.084423,24.34662944,2682.789212,73.63217305,0.0,0.0,127.2109091,2.535944304,0.0,0.0,1.79e-14,0.9655512,233.8821224,2.087592873,190447.827,10364.73044,0.784436193,0.476185192,0.178988222897,0.747705826044,1.77031350188,2.21642607649,7.4465100357
154,217 KR,217,CONGER,2,2010-10-25 13:30:00,"A 20100920 A64-1, 2, 3 1500","A 20100920 A64-1, 2, 3 1500",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-10-25 13:30:00,217,4.256368498,0.08520722,341.7112945,1.688939213,6099.791185,23.946761,0.756358887,0.007519511,16.08709507,0.13194015,-6.31e-15,0.33188985,17012.06687,93.74176823,3345.565515,68.18284241,1245.374997,9.89570494,1536.994803,11.81762837,2617.914767,23.21651565,6023.081336,93.97757722,4.337925827,0.112751026,456.3729658,4.868119153,451.1135676,7.268507139,0.168434242,0.030645421,1.307531201,0.080556831,550.0836517,11.37272147,544.4915876,0.808332708,367.381252,5.386663558,366.993024,11.48275815,0.0,0.0,16.25401254,0.324142557,0.0,0.0,1.79e-14,0.588164226,35.16810038,2.133740471,38436.5184,3614.970113,1.084958553,0.548737013,0.0431672675397,0.0812972420145,0.241405099947,0.391107417341,1.50286786944
157,220 KR,220,CONGER,2,2010-10-28 13:30:00,"C 20101023 C65-1, 2, 3 1430","C 20101023 C65-1, 2, 3 ",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-10-28 13:30:00,220,1.317853501,0.178344982,80.32844326,2.870195597,1148.428576,24.38358218,0.060800897,0.00169542,5.52398858,0.050612523,-3.15e-15,0.126531092,25023.76733,423.9721856,2937.565345,40.22419925,215.7096752,0.428914159,414.0851501,22.20720286,65.06039232,1.604024812,1142.341564,21.71291913,0.224687451,0.001859214,97.70314617,1.985769246,95.38047301,2.666448079,0.033031393,0.007554243,1.969151931,0.07301262,198.8767291,1.760432856,202.6197258,3.726057534,714.029595,7.24690618,706.4557447,3.209734302,0.0,0.0,5.675813012,0.056498071,0.0,0.0,1.79e-14,0.846298879,4.968023546,0.242699189,1487.830522,65.01456286,-0.362497964,0.446346978,0.0116297884831,0.0713828378835,0.0457850498851,0.575296410917,0.0581741734102
159,222 KR,222,CONGER,2,2010-10-29 12:35:00,"C 20101025 C66-1, 2, 3 1330","C 20101025 C66-1, 2, 3 1330",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,The Conger collector has been moved to a new location (perhaps 2ft away) during construction of equipment cover. Sample C will potentially have different chemistry results from this point on.,Y,,2010-10-29 12:35:00,222,3.790264182,0.292323472,293.7281404,1.52126087,4897.000782,27.62053911,0.514502728,0.00554285,14.25292321,0.169368503,0.0,0.10016853,22566.639,269.9858486,3149.749308,97.64671764,886.0666004,21.53029937,1040.768442,23.62560774,2570.027145,20.0549595,4960.614234,13.03283052,4.426699775,0.013194017,332.883866,3.971743612,335.6715902,4.708362638,0.15932519,0.004893345,1.132707429,0.050507855,591.2889285,32.40805544,621.4377535,1.223412306,505.2112507,6.693296371,508.9513436,3.851198859,0.0,0.0,15.03100072,0.720839062,0.0,0.0,0.0,2.135009147,32.58151251,0.662917115,27030.33262,1135.507134,-0.405161614,0.28346303,0.0292305020778,0.0765389081844,0.198821418499,0.51880703061,1.05688600544
161,224 KR,224,CONGER,2,2010-11-07 13:30:00,"C 20101028 C67-1, 2, 3 1330","C 20101028 C67-1, 2, 3 1330",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-11-07 13:30:00,224,4.744334124,0.189595286,280.7936492,0.885227242,6004.032759,24.64679494,0.775344809,0.019972706,18.07613873,0.090153675,3.15e-15,0.034558712,19563.44847,9.326563635,4320.821991,90.60207986,896.467766,10.98615962,2357.655545,61.69498349,7672.208537,193.9614699,6311.120014,26.28913904,6.439808785,0.049639342,275.5244041,0.549209499,278.5247277,7.268507139,0.136642348,0.004036446,1.186782011,0.13336631,517.2616738,23.24671567,536.2464118,0.434020976,715.1727849,18.91516896,712.1998683,4.626502824,0.0,0.0,20.05291582,0.126864696,0.0,0.0,0.0,1.808660203,41.33342362,2.458632492,48823.84594,1398.958944,0.396269191,1.519296444,0.0662159348091,0.104995974381,0.252949690161,0.449763680325,1.90901237625
162,225 KR,225,CONGER,2,2010-11-10 13:05:00,"A 20101029 A68-1, 2, 3 1215","A 20101029 A68-1, 2, 3 1215",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-11-10 13:05:00,225,11.22804443,0.361485176,619.196403,4.608830524,19221.07058,9.190045556,1.67786943,0.014586987,59.34357145,0.483145701,0.0,0.15999554,58805.48877,925.5943541,14464.50435,5.474949922,2017.895357,65.61761137,2905.742926,26.62484254,14841.94185,141.2564691,18493.36237,172.3828012,22.56936867,0.017183812,604.5472244,10.37005991,594.9075415,0.757412993,0.484578642,0.055969047,3.0611465,0.178887313,1326.522783,3.449445108,1359.981318,1.264305611,1794.101658,21.33420312,1805.784663,16.06163344,0.0,0.0,58.79940306,2.171731863,0.0,0.0,0.0,0.847403068,137.5524248,0.118116838,122036.8495,9584.567676,0.731187244,1.000806388,0.0816092429482,0.351487455705,0.74121396379,1.35193818682,4.77164081545
164,227 KR,227,CONGER,2,2010-11-23 15:20:00,"A 20101107 A69-1, 2, 3 1305","A 20101107 A69-1, 2, 3 1305",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,Tubing in rainwater collectors replaced with new tubing (11/03/10?).,Y,,2010-11-23 15:20:00,227,11.73831591,0.390625308,550.6962605,5.880540257,14574.22832,177.6742141,1.703147588,0.012842606,60.99621277,0.642109235,0.0,0.369850532,45579.43958,1431.723547,16819.63368,392.6342895,1928.724969,2.401323578,2351.574778,41.75529862,28107.34008,32.4989375,14944.34923,115.2587775,37.37130345,0.320464604,509.4427506,8.139889874,509.8950211,0.943444254,0.323130467,0.028390423,3.612068173,0.163671023,1549.291124,42.79481122,1780.222922,3.060725957,1321.421389,14.09749326,1317.286298,22.12721135,0.0,0.0,66.38247059,0.0826994,0.0,0.0,0.0,0.530623754,232.9758342,11.05255177,158499.107,4761.325442,-0.547882059,0.06621631,0.0660451534275,0.408717098424,0.598969517138,1.04787131594,6.1973150837
167,230 KR,230,CONGER,2,2010-11-27 11:50:00,"C 20101110 C70-1, 2, 3 1305","C 20101110 C70-1, 2, 3 1305",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-11-27 11:50:00,230,5.112556875,0.028586838,398.4677854,2.572736362,7891.497312,34.48647199,0.781997693,0.004135504,27.51779442,0.363776328,0.0,0.20522062,37808.66806,110.6663661,6375.211252,20.25048998,864.5601562,5.691452608,1002.261023,5.90197947,2210.838425,57.49847784,8002.640534,61.84753596,12.87761004,0.028103911,278.0065879,0.729817888,276.281935,9.146537015,0.190766333,0.004870795,2.330786416,0.06035369,754.1573531,13.782848,801.4768121,20.56996002,831.447865,4.980649601,857.6108038,7.092282933,0.0,0.0,29.72515154,1.065365602,0.0,0.0,0.0,0.231756826,45.2746813,0.673423573,45771.20814,1211.203346,-0.751551511,0.144899271,0.0281490019615,0.154917633424,0.320745832603,0.869221278699,1.78965423827
168,231 KR,231,CONGER,2,2010-12-01 12:30:00,"A 20101123 A71-1, 2, 3 1540","A 20101123 A71-1, 2, 3 1540",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-01 12:30:00,231,6.662653304,0.117482682,396.97111,3.657461505,9133.396668,102.7649823,0.712133319,0.007566195,33.39293169,0.470737738,3.15e-15,0.16303727,30445.52794,513.7452959,7239.40142,56.66421508,1734.317856,4.66056934,2009.485812,18.60410068,2092.539317,37.84568688,9158.425452,187.4828032,15.79790954,0.029087791,725.8522165,8.733200229,738.7160143,10.54177148,0.282254187,0.008433692,2.594002511,0.183746296,1186.551623,20.97560424,1314.989481,22.33088097,1127.444171,12.70444249,1159.39586,5.777702608,0.0,0.0,36.2363968,1.18836758,0.0,0.0,0.0,1.096581529,58.30551572,1.173167308,38225.69705,1115.005882,-0.153243632,0.078682961,0.0564374137729,0.175917454506,0.367069692116,0.699942687341,1.49462475465
170,233 KR,233,CONGER,2,2010-12-02 12:35:00,"A 20101127 A72-1, 2, 3 1045","A 20101127 A72-1, 2, 3 1045",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-02 12:35:00,233,2.801739442,0.16432821,310.0210275,1.726121617,5529.771056,13.81586983,0.554031437,0.005079428,18.16484161,0.291047567,3.15e-15,0.332751177,16216.22377,46.63984472,3354.76322,54.75329073,872.5296072,17.73500477,1061.168427,2.388934742,1132.652835,12.86939328,5548.939946,60.60316983,6.532434645,0.415906571,326.5733348,0.170454937,321.2438663,2.901201814,0.173564314,0.01109459,2.094821564,0.030176845,725.391662,17.18420111,772.5658964,18.49970506,836.2593243,9.744836429,857.1213062,12.71805973,0.0,0.0,19.57624068,0.13240281,0.0,0.0,1.79e-14,0.155567843,32.75779651,0.242860827,26546.97571,104.3875719,-0.577292496,2.333511811,0.0298034458565,0.081520746246,0.222401513036,0.372810984472,1.03798675026
173,236 KR,236,CONGER,2,2010-12-03 12:35:00,"C 20101201 C73-1, 2, 3 1230","C 20101201 C73-1, 2, 3 1230",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-03 12:35:00,236,3.187688771,0.264289927,230.813657,2.489075953,4083.224755,135.3025598,0.490980399,0.003981788,13.27030093,0.200545545,-0.692499209,0.476812169,11273.60728,423.1594489,2574.099128,156.1232776,1015.141588,31.48438429,1307.662644,4.031679164,927.3973852,48.41365325,4064.816777,5.287286272,5.135371943,0.145477227,491.4277786,2.650974252,478.6556497,17.54451967,0.152605058,0.014206487,3.370979141,0.125949967,515.9228574,29.81873971,555.8915618,5.072400636,589.6449846,7.08777679,585.7609052,9.544498236,0.0,0.0,13.96511456,0.137708231,0.0,0.0,1.79e-14,0.272611787,27.573201,0.462405398,23139.69361,1596.988484,-0.411657951,0.530752336,0.0367263591881,0.0625506088104,0.162917856422,0.259180231367,0.904762020151
175,238 KR,238,CONGER,2,2010-12-06 13:30:00,"C 20101202 C74-1, 2, 3 1235","C 20101202 C74-1, 2, 3 1235",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-06 13:30:00,238,3.2938187215,0.107691855084,379.62511055,5.41015932716,9514.353849,68.2156616656,0.80023821,0.00684246439625,29.87394671,0.296304181189,-1.575e-15,0.403393715773,23142.621155,664.326590622,5502.553855,57.1529617186,999.5059329,6.40758207281,1265.3661375,20.8983803417,1174.0456768,10.8182456999,9182.0976015,123.749777613,8.6862624905,0.0809808191842,286.28885115,4.90753371974,284.7453382,4.01323366107,0.1502399035,0.00378568581313,2.5721589265,0.0339152644642,811.4748347,3.53230679578,813.88236275,10.334270631,1328.28281985,6.95005669598,1401.578196,8.41659558774,0.0,0.0,30.56249145,0.871148055518,0.0,0.0,8.95e-15,2.74695974893,57.11301657,2.05286955641,33313.25982,1602.4958794,-0.815843575,0.228789553241,0.0355384406548,0.133712058677,0.368018471868,0.532048860353,1.30254845896
176,239 KR,239,CONGER,2,2010-12-08 11:10:00,"A 20101203 A75-1, 2, 3 1210","A 20101203 A75-1, 2, 3 1210",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-08 11:10:00,239,3.566154663,0.0937465464153,418.40969015,7.34531410743,10519.90292,104.157846027,0.6707659145,0.00744500886502,28.561790325,0.187298769048,-1.575e-15,0.576230296879,29576.325205,212.619747369,5178.168653,65.3802566725,976.1472132,14.5283334131,1084.872153,14.3160893463,799.0153791,10.8477540407,10083.2897435,68.0830185612,7.4897714075,0.0884183377789,319.08250985,4.23246725695,319.3432849,1.14054111842,0.131877438,0.0180437626595,2.051812168,0.0749265962951,699.13275765,14.42622461,754.4011667,5.51576108232,1137.13494935,27.2101395948,1180.1489797,21.1897612235,0.0,0.0,29.6337937,0.722921824756,0.0,0.0,6.7e-15,0.49193260103,52.218192295,1.63510359145,24680.895995,966.312454383,-0.7784305485,0.229859080787,0.0304691768531,0.125829498268,0.404138252919,0.679959716463,0.965023033405
178,241 KR,241,CONGER,2,2010-12-10 11:15:00,"A 20101206 A76-1, 2, 3 1305","A 20101206 A76-1, 2, 3 1305",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-10 11:15:00,241,2.743771557,0.087645589,416.3406575,4.288132286,8157.3363,59.35737927,0.590546408,0.004514744,22.91879981,0.256382611,-4.73e-15,0.282360843,23679.31472,144.0038966,4031.675281,52.7253921,774.3913651,11.63175042,1209.675277,10.68136028,585.2843223,10.99276622,7526.218467,123.7599802,4.687993022,0.14212215,277.7056438,2.167027444,272.5883975,2.592188304,0.122676297,0.002118216,1.188981077,0.130334465,682.5079049,26.51537977,699.1151847,6.847104946,955.1323128,5.487932322,1051.565906,14.37026444,0.0,0.0,24.07858961,1.122869657,0.0,0.0,0.0,0.694166289,40.72046267,0.018377341,17053.76676,1395.039619,0.923737961,0.280499646,0.0339743349922,0.0979697093283,0.301650836157,0.544387445413,0.666802280316
181,244 KR,244,CONGER,2,2010-12-14 11:40:00,"C 20101208 C77-1, 2, 3 1110","C 20101208 C77-1, 2, 3 1110",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-14 11:40:00,244,3.693709161,0.110118817,330.7374087,9.423058079,10354.96192,286.4567208,0.57859156,0.013560643,26.73873623,0.866100679,-4.73e-15,1.100934265,14933.90631,159.6404284,4654.969052,41.70340058,1174.056221,2.36368362,1714.866582,15.34416979,591.5018245,0.356630753,9142.760602,130.5067522,4.437577798,0.015563979,545.2528933,6.012822206,527.0796069,15.56291167,0.12080276,0.003700175,1.173863325,0.050020254,627.9229481,17.22351669,660.8320617,25.20250623,890.93744,16.41560782,1030.53859,4.473894518,0.0,0.0,26.87540631,0.445541504,0.0,0.0,0.0,0.792439035,50.26310273,1.482668116,16644.24121,1159.862963,1.100973885,0.569889445,0.0481628853888,0.113115747964,0.366441844928,0.343330506067,0.650789831311
183,246 KR,246,CONGER,2,2010-12-18 11:45:00,"C 20101210 C78-1, 2, 3 1115","C 20101210 C78-1, 2, 3 1115",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-18 11:45:00,246,4.026020507,0.164279296,340.1879974,4.579871151,17337.52047,306.9698691,0.825729945,0.016669402,48.09376146,0.341356242,-4.73e-15,0.228666048,55621.14799,2402.780068,10377.59303,103.9376155,923.6703894,6.397761135,983.7899056,18.90536956,649.2290188,5.638281968,15287.88127,230.069932,8.288380574,0.023663243,222.7004177,10.88137619,209.7057081,3.863827849,0.146302167,0.009491754,1.574949173,0.072000985,906.9891613,11.8451848,930.9460807,15.6004886,1516.771789,28.29348717,1771.141615,14.32078415,0.0,0.0,47.21523947,0.03343691,0.0,0.0,0.0,0.72140293,75.61611134,0.360618456,26391.67689,2978.32725,-0.561065713,0.506125591,0.0276302313937,0.252175510629,0.612738281302,1.27873019229,1.0319145664
185,248 KR,248,CONGER,2,2010-12-19 12:20:00,"C 20101214 C79-1, 2, 3 1140","C 20101214 C79-1, 2, 3 1140",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-20 00:00:00,,Y,,2010-12-19 12:20:00,248,2.933381111,0.244059255,317.0581064,8.057141004,6623.708214,84.15672781,0.490510819,0.006954702,17.70793118,0.224641688,0.0,0.459062875,34110.36119,443.8607442,4173.436239,114.0116686,574.2550224,8.390098752,837.2436754,24.52648998,367.8737197,6.27117598,6170.596963,14.15176557,3.080820571,0.085499049,266.9970451,7.248631882,255.3468334,9.840533712,0.070864033,0.022174238,0.522411171,0.036211846,327.6001877,10.13651246,339.5383609,1.975987106,553.2602504,12.11551311,673.7241044,2.67819865,0.0,0.0,18.85931733,0.185074363,0.0,0.0,0.0,5.875753252,31.21375247,1.749483516,14226.10479,532.2292336,1.633350973,0.813908809,0.0235144072454,0.101414500608,0.247317526277,0.784197203758,0.556240697289
187,250 KR,250,CONGER,2,2010-12-21 10:20:00,"C 20101218 C80-1, 2, 3 1145","C 20101218 C80-1, 2, 3 1145",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2010-12-21 10:20:00,250,7.994771817,0.33125538,550.1029483,1.942959389,17950.61403,329.2840874,0.916957347,0.001239127,49.73534182,2.191482639,0.0,0.900692005,159696.4287,3069.956089,17424.04171,272.9355976,571.8211327,0.629298851,1126.748022,6.108112532,387.0602933,2.536599015,16163.68135,34.21321687,9.327279194,0.300448407,263.3381836,0.540352133,256.3722258,8.54443956,0.124486209,0.004236432,2.303637993,0.016626451,564.7454055,19.79994273,613.7319126,5.409669618,1037.801845,16.8320879,1258.188826,5.962061027,0.0,0.0,54.06427506,1.136145034,0.0,0.0,0.0,0.013802352,76.0475039,1.383459959,26931.19416,1942.414932,-0.023896117,0.461061714,0.0316452815719,0.423404213553,0.647840348508,3.67142089581,1.05300969166
188,251 KR,251,CONGER,2,2010-12-22 12:40:00,"A 20101219 A81-1, 2, 3 1145","A 20101219 A81-1, 2, 3 1145",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2010-12-22 12:40:00,251,3.039357958,0.16562769,248.2229282,4.504791296,5376.812455,172.9893104,0.393475802,0.006785109,12.32900424,0.406619555,0.0,0.927454083,34007.56118,416.7350768,3413.370535,63.64729074,673.1309794,12.05614585,922.27949,1.92669752,466.7672924,17.09567277,5113.015841,139.1494887,2.580874492,0.003330583,290.5798591,6.827798711,283.5432,6.206579165,0.075711629,0.006354649,3.99700403,0.152456098,482.2039548,3.78020684,493.3100678,2.875786367,486.3226183,3.712385842,563.5554161,9.187987628,0.0,0.0,16.88025624,0.130198075,0.0,0.0,0.0,4.26621498,29.35488247,1.277225172,11396.59625,662.5131771,-0.435556172,0.009503267,0.0259026806164,0.0829449040005,0.204929674907,0.781833831528,0.445606913375
189,252 KR,252,CONGER,2,2010-12-26 12:20:00,"C 20101219 C81-1, 2, 3 1220","C 20101219 C81-1, 2, 3 1220",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2010-12-26 12:20:00,252,2.707772053,0.144053391,326.3655192,9.183338828,6541.9095,61.14979029,0.511798783,0.010100388,14.90949433,0.116583229,0.0,0.519900184,45705.34354,759.1713879,5237.315413,87.09846179,456.5372928,10.16393903,814.2510559,7.012686382,451.1885371,7.413901279,6339.055284,145.667314,3.301610414,0.105663505,151.4201296,2.053361517,148.9828181,6.2603793,0.065025673,0.003673362,1.165125261,0.011131268,411.3491031,15.06683002,432.2120244,16.65137996,668.6931464,12.61429562,720.7365767,66.35587902,0.0,0.0,20.08136589,0.086183459,0.0,0.0,0.0,15.04677203,31.15495271,1.204600281,14580.74661,18.59241149,-0.520947622,2.333205254,0.0228686480305,0.127266764536,0.254069335783,1.05076584798,0.570107192451
191,254 KR,254,CONGER,2,2010-12-28 11:15:00,"C 20101221 C82-1, 2, 3 1020","C 20101221 C82-1, 2, 3 1020",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2010-12-28 11:15:00,254,1.364770469,0.099331667,137.4719057,2.972625971,2438.293516,39.27718051,0.197417018,0.00515619,-0.126134697,0.060124469,-4.73e-15,0.394280527,10649.62629,363.1187743,1070.928142,86.56267054,420.0458791,8.035662255,824.6932688,23.6555018,204.2924502,3.410595507,2290.592117,102.1245206,0.826408287,0.014290099,193.7347126,8.743848042,184.345332,6.901089994,0.028979137,0.005282134,2.229861919,0.083132253,174.8522619,12.71248033,179.1027509,2.036080556,178.9825258,5.356612759,204.8046931,4.037340622,0.0,0.0,5.635064505,0.126009587,0.0,0.0,0.0,0.042879307,10.76481658,0.805703888,4578.027815,649.0019752,-0.762116006,3.427920266,0.0231619228009,0.0260235538506,0.0918069320494,0.244834908407,0.179000887567
194,259 KR,259,CONGER,2,2011-01-02 11:20:00,"A 20101228 A85-1, 2, 3 1145","A 20101228 A85-1, 2, 3 1145",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2011-01-02 11:20:00,259,1.208726635,0.094919615,6677.137373,62.62800191,21757.16995,157.6232735,4.388605041,0.081451169,69.71478071,0.133577859,-2.66374774,0.121125037,124974.5245,4639.649732,17562.31104,1973.41247,1708.765648,70.82869184,2894.543194,311.5722818,1830.467705,24.30817436,20950.16914,248.2708539,2140.351115,100.4447485,852.2434769,40.27136522,785.532998,29.51625689,1.740893637,0.085805184,21.76157099,0.011244363,-22165.79804,1147.106402,-19550.5674,805.2392505,18167.61326,910.4244626,22719.29892,852.1608103,4.409091259,0.171705716,65.57901851,0.910335737,0.400461991,0.046442918,-28.2058911,8.063461431,83.68935568,5.218038745,25816.94027,897.3934402,-11.27153902,0.833434132,0.0812946928751,0.426764158272,0.839682779131,2.87316431825,1.00944236456
195,260 KR,260,CONGER,2,2011-01-14 12:05:00,"C 20101228 C85-1, 2, 3 1115","C 20101228 C85-1, 2, 3 1115",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2011-01-14 12:05:00,260,15.0303183175,0.348791348867,4555.83696,77.6057921696,61723.423012,268.670329615,1.4588411175,0.0224307445953,258.761230235,5.94524104891,12.867582149,0.418755125037,40810.50798,767.302096668,17433.3148835,171.111019601,480.7722082,11.1540255441,25222.9086635,698.206133183,593.48656057,4.50545722727,29849.2029965,493.530192385,267.578067483,10.2662019333,121.248045093,4.82760514458,109.696487701,1.32580342458,0.250080625,0.0292155452953,3.186919529,0.124664742513,-6207.10248427,76.2656227397,-5440.0845971,131.055378319,2758.07523,72.208290349,3665.91800904,57.0945529757,1.270183097,0.1056116585,146.443768515,5.3699438177,0.04226181,0.004215588,-16.92353466,1.25700870397,24.2870584,1.10799001729,10874.8526325,610.783152613,9.265824685,3.66629482904,0.708398001269,0.423629551669,1.1963560561,0.93823357846,0.425206737931
197,262 KR,262,CONGER,2,2011-01-30 12:10:00,"C 20101229 C86-1, 2, 3 1015","C 20101229 C86-1,2,3 1015",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2011-01-30 12:10:00,262,0.38140744,0.003338881,12094.67017,550.5676936,6819.701893,248.2839351,2.648064671,0.029867978,19.04794411,0.103056443,-7.896452951,0.564307275,34046.63777,1449.84856,4730.770392,181.3520635,774.8332289,18.66288125,1895.057326,9.468604791,2053.119212,9.916383344,6885.073889,31.6534448,590.7610527,18.71909283,271.216784,1.433969416,265.5020122,0.844559075,0.678251032,0.168102311,37.31372935,0.367574334,-12366.5009,227.5383216,-9572.741411,69.10179869,5998.496248,130.2590516,7365.773658,76.73428233,2.905395481,0.139328057,21.47904571,0.948583874,0.063801883,0.038011742,-45.12942576,3.575849647,27.57770915,0.537139758,18000.36945,1800.589453,-18.44315219,2.573593097,0.0532236325294,0.114957720526,0.275953761471,0.782732202332,0.703814445495
199,264 KR,264,CONGER,2,2011-02-15 10:30:00,"C 20110102 C87-1,  2, 3 1125","C 20110102 C87-1, 2, 3 1125",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2011-01-12 00:00:00,,Y,,2011-02-15 10:30:00,264,0.53352099,0.008784437,150162.4517,805.7831775,9258.301296,900.4512782,3.726188391,0.065737084,26.69844845,1.297682346,-8.845410531,0.959736498,31735.52132,523.544219,5282.779744,275.0876951,1436.228347,7.142392065,2184.286753,7.675275362,2827.799835,4.205048633,8983.303858,69.58812926,778.9384555,11.03505165,480.6700132,3.591721784,458.7457588,3.170344834,1.162150565,0.048543928,4.38680558,0.206275892,-16681.87987,182.7190337,-13503.5199,252.1869783,6412.209573,104.7481538,8104.192061,118.9151941,3.974092447,0.04100509,27.22466494,0.290144452,0.763515151,0.156476907,-56.41178221,2.035485932,41.09393717,0.070030484,21964.64155,723.695089,-24.14136008,1.681724487,0.0613467856014,0.128371547779,0.360050818629,0.729599635147,0.858817484605
