,sample id ,sample id numb,description,description.1,date/time,Bag Label ,Vial Label,Label Color,# of vials,Vial type,Lid type,collected by,received in 395 McCone,notes,Wood/Kim taken,Unnamed: 15,datetime,Sample Id,Li7(LR),Li7(LR)_SD,B11(LR),B11(LR)_SD,Ca43(LR),Ca43(LR)_SD,Rb85(LR),Rb85(LR)_SD,Sr88(LR),Sr88(LR)_SD,In115(LR),In115(LR)_SD,Na23(MR),Na23(MR)_SD,Mg25(MR),Mg25(MR)_SD,Al27(MR),Al27(MR)_SD,Si28(MR),Si28(MR)_SD,P31(MR),P31(MR)_SD,Ca44(MR),Ca44(MR)_SD,Mn55(MR),Mn55(MR)_SD,Fe56(MR),Fe56(MR)_SD,Fe57(MR),Fe57(MR)_SD,Co59(MR),Co59(MR)_SD,Ni60(MR),Ni60(MR)_SD,Cu63(MR),Cu63(MR)_SD,Cu65(MR),Cu65(MR)_SD,Zn64(MR),Zn64(MR)_SD,Zn66(MR),Zn66(MR)_SD,Rb85(MR),Rb85(MR)_SD,Sr88(MR),Sr88(MR)_SD,Mo98(MR),Mo98(MR)_SD,In115(MR),In115(MR)_SD,Ba138(MR),Ba138(MR)_SD,K39(HR),K39(HR)_SD,In115(HR),In115(HR)_SD,Si (ppm),Mg (ppm),Ca (ppm),Na (ppm),K (ppm)
41,47 KR,47,CONGER,2,2009-02-16 12:15:00,,C12-3,,,,,,,,,,2009-02-16 12:15:00,47,4.225606055,0.294762191,251.9699061,6.938843998,6967.968907,108.9160668,3.559856564,0.080134539,19.31836552,0.086105034,1.570212013,1.204435696,34466.17011,637.1640007,4615.627555,38.70760048,536.7555358,1.743597486,1058.485329,7.512230155,3129.09998,22.30736568,6935.239679,24.31278268,749.2291338,0.472082966,91.57591219,2.749651865,88.21370143,3.910403265,0.462982745,0.134724844,0.011295729,0.000417,4848.613059,39.73746187,5042.097231,90.03649302,9346.766715,179.429499,9108.264419,190.6848695,0.0,0.0,18.71724961,0.445307123,0.0,0.0,7.545642223,5.663197031,30.96471763,1.053394437,18982.56006,138.0490935,-0.850833599,1.265773813,0.0297280897076,0.112159749587,0.277964406334,0.792377250829,0.742218098346
43,49 KR,49,CONGER,2,2009-02-18 11:30:00,,C13-3,,,,,,,,,,2009-02-18 11:30:00,49,4.651752327,0.132986732,248.6649581,5.594302917,7659.956622,226.7414233,4.257522815,0.119118383,19.86707601,0.153676287,1.570212013,0.423971928,26369.60141,19.08538204,4478.6289,47.08158758,530.7727659,5.393190414,2559.237221,28.06434356,3929.376749,10.97501973,7840.780369,80.37452033,886.1319823,2.203574043,104.7068932,0.474403856,99.29230989,3.260024344,0.722236111,0.049218028,0.009855226,0.0,4835.670191,93.06953455,4617.947033,11.56513993,8424.654451,24.40875581,8211.571605,24.72811958,0.0,0.0,21.01663717,0.235408828,0.0,0.0,7.545642223,0.451428925,42.69998223,1.056899818,23386.11397,16.59326905,3.007203156,1.266386927,0.0718774569704,0.10883068227,0.31425847719,0.606237136416,0.914397056227
44,50 KR,50,CONGER,2,2009-02-20 15:45:00,,C18-3,,,,,,,,,,2009-02-20 15:45:00,50,2.213440307,0.132986732,177.0596598,7.848577842,3279.33517,20.03240294,2.405903798,0.02047332,9.859807132,0.174151021,1.570212013,1.940577693,14390.32486,273.6361225,1759.921087,6.247161792,305.3601312,5.162884362,684.7890708,34.62405247,1235.19787,6.630386596,3179.522844,22.30466993,349.8096395,0.942117638,69.38028867,1.212448601,64.06777037,0.768260101,0.368473592,0.000109,0.023800675,0.00026,2154.101771,67.34017401,2070.8542,39.06824014,4225.898516,3.960391379,4090.260937,42.62344454,0.0,0.0,9.319127156,0.115924609,0.0,0.0,7.545642223,6.244736128,17.78964596,0.254906939,12299.83187,548.0612308,1.826936603,0.451865004,0.019232643448,0.0427660824141,0.127435275588,0.330833568531,0.480923426117
46,52 KR,52,CONGER,2,2009-02-22 11:30:00,,C14-3,,,,,,,,,,2009-02-22 11:30:00,52,2.750678271,0.201091407,230.9831555,7.071852363,3822.335692,66.93441372,2.202425864,0.04503256,10.71810604,0.317019445,1.570212013,0.660556496,15852.80388,234.0608786,1832.295064,48.95108562,347.0781631,3.347017709,435.8089018,54.89022013,1272.35072,22.00108606,3522.701928,48.04852146,359.0174464,9.01288314,41.12028025,0.609827486,42.72891139,0.386162485,0.339319295,0.044763416,0.007885198,0.001093538,2031.462098,54.59933994,2062.82371,5.120079284,3733.857351,1.976887305,3801.340831,20.181694,0.0,0.0,9.165761056,0.058575349,0.0,0.0,7.545642223,1.859268827,19.16578885,0.050335083,11261.45502,361.5061262,3.209586972,0.425501103,0.0122399109115,0.0445247700552,0.141189893274,0.364455961201,0.440322891282
48,54 KR,54,CONGER,2,2009-02-23 12:05:00,,C15-3,,,,,,,,,,2009-02-23 12:05:00,54,3.711860376,0.065741422,295.0187576,2.890401888,4664.576371,94.64095485,2.974296713,0.053005203,13.21396996,0.373403906,1.570212013,0.626952557,18032.8544,96.52102168,2151.654027,32.34882687,470.2211076,1.741520786,2134.098317,53.71045724,1653.835806,116.5564111,4652.134263,67.3294814,484.0879107,0.400782832,109.2268766,2.319796486,113.7580659,3.215310793,0.440835126,0.021403866,0.030818826,0.001352394,3304.226239,14.1015512,3155.621424,9.909104146,4110.063923,20.17758584,4290.14806,67.65979636,0.0,0.0,13.1496611,0.139457582,0.0,0.0,7.545642223,5.159319169,57.8432321,1.327772673,15215.13945,429.3371327,3.805213579,2.379801916,0.0599372182821,0.0522851928561,0.186457541261,0.414575322656,0.594911952495
49,56 KR,56,CONGER,2,2009-02-24 10:20:00,,C16-3,,,,,,,,,,2009-02-24 10:20:00,56,2.476560077,0.045116662,169.0037807,9.647082255,6385.450722,5556.899482,1.572425709,0.034460669,15.00909219,10.4621806,1.570212013,0.475428087,12950.49921,67.66837316,1429.432045,16.97429817,159.7039043,0.41887043,859.130067,74.37429779,1280.603929,30.67900864,2492.451492,23.9896381,279.1095558,2.863319742,42.17491513,1.01188686,42.69390678,0.386162485,0.402301167,0.017057904,0.009648185,0.000963,1045.259216,4.178448285,1071.437595,5.46106152,2203.33219,13.75321109,2230.430441,10.41881363,0.0,0.0,6.719890643,0.097137783,0.0,0.0,7.545642223,3.802087891,13.78592526,0.003231523,7806.210834,270.1871188,1.057074924,1.827692777,0.0241290974967,0.0347351986935,0.0998974557994,0.297731976838,0.305222843609
51,58 KR,58,CONGER,2,2009-02-25 13:28:00,,C17-3,,,,,,,,,,2009-02-25 13:28:00,58,5.502277265,0.422592732,272.3581317,10.28357065,8627.797165,82.95088683,3.940161904,0.017004419,26.76738333,0.28835566,1.570212013,2.374365498,36498.39309,163.9996412,6086.385688,39.39587339,583.7561378,3.160322361,2487.767809,110.4451221,1498.482989,30.16854261,8296.12547,113.1467665,964.6084338,0.878425453,117.084926,0.367244177,107.3927241,1.84545019,0.743001904,0.010756258,0.017033902,0.001638986,3836.875983,56.4822375,3757.820184,24.63472556,11351.74105,33.73992856,11406.11638,137.8070645,0.0,0.0,27.96719507,2.039577024,0.0,0.0,7.545642223,4.712675059,48.27940352,0.467858847,19723.30926,204.5663273,1.515146003,1.483735833,0.0698702027997,0.147899172218,0.332508708838,0.839098057139,0.771181392066
54,61 KR,61,CONGER,2,2009-03-02 12:50:00,,C19-3,,,,,,,,,,2009-03-02 12:50:00,61,3.309542063,0.153826333,169.1169271,12.21038477,4675.315634,92.23814641,2.544715659,0.061317934,13.19812208,0.352280785,1.570212013,0.482209005,21057.41047,511.3290676,2939.272851,9.967555911,253.0341106,0.94282189,829.0496219,29.94098084,1623.246769,15.14382567,4705.112033,33.06846201,490.7287373,6.148783096,44.60533026,0.689752697,41.33997151,3.528305649,0.386105104,0.042807733,0.006159068,0.000779,1902.854658,29.38747059,1835.091774,2.294852449,4728.885509,66.22826962,4718.827277,46.74229185,0.0,0.0,13.12102905,0.082029219,0.0,0.0,7.545642223,4.106107697,24.10255463,0.208159395,12504.02453,313.7651197,2.655757707,0.832608786,0.0232842731559,0.0714243302793,0.188580890283,0.484109866705,0.488907359123
56,63 KR,63,CONGER,2,2009-03-03 12:45:00,,C20-3,,,,,,,,,,2009-03-03 12:45:00,63,8.85675831,0.190779027,370.8770956,5.617796242,11298.59512,135.5561929,4.306226127,0.026857265,37.05457797,1.131065896,1.570212013,0.795500423,79457.46962,1735.412219,10394.02277,382.1650846,397.8273598,16.37914213,1255.747355,123.5077295,1057.699272,8.26954975,10634.88096,135.6399374,1379.197821,6.817404735,67.69026292,0.291249714,67.45944983,0.573146425,0.824786584,0.023576848,0.012504319,0.000104,2816.835521,45.29605414,2766.496339,27.85706497,8340.975358,13.87333091,8191.792346,137.7995466,0.0,0.0,34.640686,0.86110904,0.0,0.0,7.545642223,1.67560553,51.0644275,1.917224431,20783.14589,224.7247718,3.22250324,2.686972021,0.0352682923389,0.252574753311,0.426246028877,1.82672722656,0.812621004299
60,69 KR,69,CONGER,2,2009-03-17 12:15:00,,C23-3,,,,,,,,,,2009-03-17 12:15:00,69,4.183954783,0.235466007,262.4685986,9.752260066,5757.043074,93.14257431,3.367722384,0.019793144,13.11266768,0.179131817,1.570212013,1.696927807,18418.47306,280.5906443,2459.009455,84.76297935,473.8341597,4.186835269,1522.95122,18.65275196,1403.392827,1.310196154,5357.62327,17.28054111,450.87182,6.127227241,82.7906866,0.442489926,85.09194649,0.191048808,0.419426008,0.01282059,0.008432259,0.000181,3183.760959,54.01184509,3357.157253,9.538338467,4441.372853,55.4027248,4754.523115,9.29865255,0.0,0.0,12.42031649,0.110189683,0.0,0.0,7.545642223,2.13034702,29.78782942,0.197807566,16861.43609,249.1552487,3.348631004,1.302867209,0.0427728464893,0.0597539297565,0.214733540662,0.423440695649,0.659282151119
61,70 KR,70,CONGER,2,2009-03-22 12:00:00,,C24-3,,,,,,,,,,2009-03-22 12:00:00,70,6.76673904,0.181540854,279.6423527,34.56374167,6905.041409,146.2743384,3.887809446,0.078832486,20.74284688,0.570951616,1.570212013,1.664221761,28411.85734,1327.313933,4800.579421,289.1738336,431.790405,0.388135267,2367.883877,7.044491095,1579.8987,7.77609925,6545.475528,110.1153626,848.647725,19.30214597,81.19414625,8.112689661,90.3712586,1.199136136,0.492108659,0.047045046,0.009135496,0.000545,2769.478129,63.75558455,2872.722615,12.76564178,6749.576869,136.8765416,7196.485531,76.37393532,0.0,0.0,19.93564053,0.955122276,0.0,0.0,7.545642223,4.451534559,31.49844785,0.831487375,20250.92062,535.5207291,4.53156835,1.203542744,0.0665032026275,0.11665407993,0.262342659162,0.653188600247,0.791810996242
63,72 KR,72,CONGER,2,2009-04-09 00:00:00,,C25-3,,,,,,,,,,2009-04-09 00:00:00,72,26.03773066,0.663214929,992.9300717,187.2378272,33131.97468,587.614903,21.25080811,0.490975874,109.0316774,4.036953972,1.570212013,1.336694071,129177.0978,1163.321105,35834.80416,410.3811736,2336.199371,50.95267004,10671.4214,458.2346773,12211.38693,327.2767899,34587.47567,741.2513497,2737.927117,125.8355678,357.2017122,1.764625116,350.4915605,9.357326733,0.272328763,0.008474627,0.045482847,0.00104071,10491.77621,180.1004996,10457.73405,120.1036422,20119.5842,158.2716132,21740.17076,364.0796017,0.0,0.0,118.3591102,2.003980931,0.0,0.0,7.545642223,7.256356512,144.2995863,5.902925014,133821.1184,3064.552986,4.106923563,0.570196002,0.29971220573,0.870785741088,1.38626602485,2.96978147842,5.23240572944
65,74 KR,74,CONGER,2,2009-04-10 00:00:00,,C26-3,,,,,,,,,,2009-04-10 00:00:00,74,17.47235559,0.859150146,573.3076846,11.31546979,17333.28669,137.8712584,8.61869451,0.016591454,51.49970954,1.080676915,1.570212013,1.902321776,45431.06515,549.1649871,11894.92321,202.2406243,1445.635825,6.427594783,4389.943644,49.43263321,5623.83911,51.47199175,16563.41408,103.3985716,2139.335562,38.64047846,237.5759119,1.754611067,237.8777088,3.861624846,1.010381987,0.074859208,0.019854169,0.00065,8211.717057,89.5824143,8867.97955,275.4514068,10786.64008,142.13382,10390.22363,471.6028484,0.0,0.0,49.8251266,1.282487678,0.0,0.0,7.545642223,2.316954818,77.19782805,0.60147412,52177.84697,526.8240269,5.275516767,1.971774562,0.123293762214,0.289046634003,0.663861636326,1.0444601878,2.04015381653
67,76 KR,76,CONGER,2,2009-05-02 00:00:00,,C27-3,,,,,,,,,,2009-05-02 00:00:00,76,16.5130481,0.252868148,794.5742455,13.64420048,26819.54965,816.9008734,14.86946179,0.568001033,81.33102217,2.741058679,1.570212013,0.647730038,101925.0381,245.0438805,21724.84987,426.6516972,1735.172542,48.44754659,5576.700146,200.5767345,14060.78094,413.057771,25856.61504,1321.949854,3451.594216,144.4177873,231.9345899,4.107444555,224.7924435,8.467120584,1.132202094,0.006518944,0.02913188,0.000648,6968.119058,144.661899,7200.410977,26.75889597,9602.563312,60.44470359,9950.573753,539.0126759,0.0,0.0,83.25659051,3.01684798,0.0,0.0,7.545642223,4.387307615,117.9504862,8.083600751,92029.03504,4384.688517,5.215122996,1.981277829,0.15662441195,0.527913851841,1.0363331308,2.34325662592,3.59833527006
69,78 KR,78,CONGER,2,2009-05-03 00:00:00,,C28-3,,,,,,,,,,2009-05-03 00:00:00,78,6.855568678,0.347827979,529.1355083,5.808995767,11460.85938,184.6045326,9.562409355,0.178964221,31.34700595,1.257366753,1.570212013,1.462492494,37104.36146,22.2809143,6607.77459,238.9826166,1199.27345,15.89880138,4342.640085,132.6087575,12839.73633,259.4188384,11125.69051,318.0435119,1336.64283,51.68606207,206.317889,7.626867917,201.7703855,11.70275572,0.905162308,0.049218028,0.031715952,0.000545,5990.815005,211.7677784,6185.286241,143.7196213,7895.481547,12.01147361,8197.877804,267.5173942,0.0,0.0,31.93318701,0.39048914,0.0,0.0,7.545642223,3.354891687,49.46466989,2.026329421,65984.50686,1333.348364,3.913602594,0.180868624,0.121965218107,0.160568922537,0.445917675641,0.853029269965,2.57999421823
71,80 KR,80,CONGER,2,2009-05-04 00:00:00,,C29-3,,,,,,,,,,2009-05-04 00:00:00,80,7.101348227,0.284664652,388.1421947,10.3001967,12174.38646,154.8664034,8.246387988,0.11504704,35.98032102,0.907300591,1.570212013,1.907696943,28490.19339,1193.827033,7190.397497,561.0044299,1040.519172,1.130555588,4866.516605,38.75416943,16424.09475,48.25605574,11722.2119,123.7836089,1544.366082,35.05654943,151.6627278,2.222557266,146.4088365,1.556844543,0.779123337,0.134724844,0.015695681,0.001638986,5248.632464,322.0535248,5380.045246,107.2047386,8984.695243,191.572799,9486.934592,201.9569602,0.0,0.0,32.96634173,0.570684472,0.0,0.0,7.545642223,2.245918714,58.38110296,1.515064095,55950.68686,891.1218442,2.606472199,0.977610242,0.13667855211,0.174726659177,0.469826252952,0.654989546036,2.18767185623
73,82 KR,82,CONGER,2,2009-05-06 00:00:00,,C30-3,,,,,,,,,,2009-05-06 00:00:00,82,2.79212034,0.123963399,195.5889965,1.617786526,4464.226388,75.91794752,5.016792543,0.147651798,10.69339588,0.232366967,1.570212013,0.282405535,9199.918116,91.68331286,1902.16987,22.55178902,348.1501165,2.953690692,1380.183354,16.86701134,6853.372705,62.23715323,4214.163516,47.91003093,461.0149676,0.069544453,69.44668468,1.056060982,73.07495511,0.548757215,0.625263162,0.014884922,0.010097324,0.000285,1379.314447,22.92050544,1370.933082,8.41114971,2483.913132,18.5442616,2668.038057,47.89722302,0.0,0.0,10.30096001,0.172205987,0.0,0.0,7.545642223,8.268897053,17.64223978,0.311020424,32259.19867,722.3047899,2.698777871,2.008254844,0.0387631395888,0.046222727841,0.168903673721,0.211506117487,1.261334668
75,102 KR,102,CONGER,2,2009-11-18 11:50:00,"C 20091118 C8-1, 2, 3 1150","C 20091118 C 8-1, 2, 3 1150 (date partially re-marked on C8-1 DME)",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-11-18 11:50:00,102,10.32479694,1.215501287,-180.3197568,29.98689406,11341.57154,199.5791712,6.139656743,0.061622471,38.98793565,0.2408038,0.0,1.900363476,38137.29918,240.7925703,9748.877307,199.6897555,982.5063745,9.668238929,29910.77495,9477.778785,26593.66376,198.3100961,11436.47158,31.29120555,1909.067419,38.09756851,461.1365783,5.337310883,473.0142108,6.89296882,0.93410115,0.136538889,33.80635526,0.754691124,3919.27168,37.83638984,3960.211753,224.1300705,4572.44125,67.08580511,4781.234032,34.26356261,0.0,0.0,40.05393028,0.27630964,0.0,0.0,0.0,0.278255416,73.3251082,1.815937869,55451.47221,9017.026838,2.699706398,3.256248352,0.840059069858,0.23689771856,0.458373780926,0.876776508148,2.16815256341
77,104 KR,104,CONGER,2,2009-11-20 13:40:00,"C 20091120 C9-1, 2, 3 1340","C 20091120 C9-1, 2, 3 1340",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-11-20 13:40:00,104,4.726823652,1.050611194,-360.4862218,38.22851699,6489.016995,120.0613887,3.897182958,0.086458838,19.5614903,0.122232953,9.46e-15,0.955276568,24416.20407,478.5255485,4154.658008,45.41078427,736.6381537,18.89045584,7615.894574,307.6558144,7157.104056,41.34499993,6503.298528,197.9015943,745.9227184,0.478424894,442.5991652,0.71429165,449.5386629,12.08329195,0.506653504,0.068558722,32.29654914,0.867968349,1798.676541,0.820555002,1783.904492,44.10317198,2972.554566,41.61943138,3101.441922,47.11937029,0.0,0.0,19.71768393,0.913077766,0.0,0.0,-5.36e-14,8.262639987,24.03608073,0.748713997,26328.75414,121.7671511,1.476249712,1.663991344,0.213896207058,0.100958189594,0.260652205002,0.561328531569,1.02945428687
78,106 KR,106,CONGER,2,2009-11-22 13:25:00,C 20091122 C10-1 C10-2 C10-3 1325 samples much cleaner than normal,"C 20091122 C10-1,2,3 1325",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-11-22 13:25:00,106,4.231611013,0.31986876,-347.3870382,68.55219783,6838.761236,139.4414703,4.180131932,0.050910131,21.47479069,0.373762654,-9.46e-15,0.652414519,27769.20111,165.3258993,4260.890713,54.36870716,605.9509218,0.016449039,5579.703909,93.02341524,6251.485133,80.19606676,6988.881909,32.8094304,780.2046024,17.96819333,300.9052714,10.67777676,293.2889142,0.013731014,0.951018823,0.028349176,32.51042205,0.088267968,2617.625342,28.24681357,2614.149117,85.34799613,3881.783259,11.03161409,4143.845336,61.89316904,0.0,0.0,21.32218002,0.50973746,0.0,0.0,0.0,6.861057152,34.34159184,0.881987506,30119.79665,1781.99191,1.515679072,2.857724264,0.156708774136,0.103539644326,0.280114386913,0.638413933519,1.17768404902
80,108 KR,108,CONGER,2,2009-11-27 14:20:00,"C 20091127 C11-1, 2, 3 1420","C 20091127 C11-1, 2, 3 1420",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-11-27 14:20:00,108,6.869613923,0.195525411,-154.2154083,76.73697459,10215.78471,129.454189,5.617997272,0.085097699,31.40230221,0.159618984,0.0,0.95390332,36359.15078,1322.357718,6640.2809,89.20325766,992.0274461,15.62089304,7021.261691,201.1005381,5484.260406,29.62181776,10565.69181,197.6649878,1072.583282,14.50711695,562.830263,9.11605253,551.8460257,9.474399374,0.860229932,0.028638453,18.30440852,1.475546194,3533.934178,95.09352052,3433.626517,61.63634982,6572.104448,75.56990155,7021.60533,18.07063639,0.0,0.0,32.393448,0.360996751,0.0,0.0,0.0,2.148750156,40.57543916,0.524117062,37043.08928,2388.946139,-1.345405057,0.036786839,0.197195645223,0.16135882587,0.423472927745,0.835896876432,1.44838479085
83,112 KR,112,CONGER,2,2009-12-13 11:25:00,"C 20091213 C13-1, 2, 3 1125","C 20091213 C13-1, 2, 3 1125",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-12-13 11:25:00,112,10.27762536,0.072083101,-308.5352577,44.71434389,5318.848552,110.7637054,3.654335178,0.140091247,15.02708591,0.588394605,-9.46e-15,0.862009488,19150.64244,375.4552729,3450.41712,158.2184957,1673.330912,39.25942722,8209.231205,122.0664051,2960.286291,12.11338939,5352.198988,57.98830216,500.0929606,5.096052103,1361.184209,18.9757382,1374.543002,13.70355156,1.32147686,0.136828167,25.83133503,0.754691124,1513.691888,17.41407886,1495.468406,11.33020188,2674.78261,12.56153312,2898.445536,2.66473719,0.0,0.0,15.77606369,0.053108866,0.0,0.0,5.36e-14,2.296711369,24.57445396,0.695111116,21462.07575,1710.853313,-1.902829895,0.524212454,0.230560363008,0.083845136016,0.214516135439,0.440273269696,0.839167161825
85,114 KR,114,CONGER,2,2009-12-15 11:55:00,"C 20091215 C14-1, 2, 3 1155","C 20091215 C14-1, 2, 3 1155",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-12-15 11:55:00,114,10.54560541,1.028986264,-345.5459597,49.24273171,6450.474412,97.89913595,4.69839951,0.080006686,18.92830143,0.156786955,0.0,0.848658921,26508.95375,240.822003,4338.424677,113.7885059,1592.25769,42.34678528,8874.801396,286.2870937,3694.713373,8.70331759,6363.995074,63.46968537,601.0256681,24.55863407,1354.465659,13.6567263,1334.572143,45.29861382,1.251385545,0.07955126,25.7644987,0.0,1967.979481,15.07708187,1925.422036,40.36126446,3699.398883,41.98034439,4002.323505,12.55525011,0.0,0.0,19.24333209,0.992741065,0.0,0.0,5.36e-14,1.418145658,30.91254081,0.477678494,25578.23017,73.49931338,-3.907577727,0.290002913,0.249253234607,0.105423719651,0.255068922566,0.609440846712,1.00010879965
88,124 KR,124,CONGER,2,2009-12-30 11:00:00,"C 20091230 c19-1, 2, 3 1100 JD","C 20091230 C19-1, 2, 3 1100",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-13 00:00:00,,Y,,2009-12-30 11:00:00,124,9.321210361,0.194624372,-416.7337785,48.58953697,11136.21801,329.9131922,4.723330232,0.024005541,28.8617456,0.274934626,0.0,0.758804646,32123.80641,47.35850709,6165.499415,88.74555357,1097.453403,3.57576799,5127.237892,236.4303586,3190.395621,17.72898028,11222.99861,37.02891243,814.1253459,9.556246281,652.7550178,16.88870672,641.6422418,33.29770794,0.988547348,0.091411629,15.46918474,1.563814162,4342.109169,99.05542772,4282.754424,76.59237108,7821.46687,45.48384136,8410.517541,38.08095357,0.0,0.0,29.55588985,1.412229337,0.0,0.0,0.0,7.647975246,41.59059507,0.715740888,30835.48864,109.2095503,4.128157744,2.061902317,0.144001039816,0.149821635785,0.449817784289,0.738526309366,1.20566760582
89,126 KR,126,CONGER,2,2010-01-01 12:50:00,"C20 1250 20100101 C20-1, 2, 3 JD","C 20100101 C20-1, 2, 3 1250 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,,Y,,2010-01-01 12:50:00,126,5.087772164,0.644242713,-264.213681,71.09633234,6263.690954,88.43499796,3.362184339,0.029202617,15.59031143,0.114745981,0.0,0.943404883,21430.80095,573.7639407,3189.383861,131.884164,588.1404493,7.001596664,2664.406027,133.1572415,1803.453893,0.305379565,6484.651929,121.6354424,401.5275991,12.7205277,353.9762909,5.896376609,337.6269095,6.412383344,0.426568583,0.02256363,5.805068697,0.289813161,2207.738451,54.44259181,2162.395202,6.837591093,3605.23486,101.8073967,3837.174052,16.60812946,0.0,0.0,16.78103505,0.445863283,0.0,0.0,5.36e-14,0.818203425,25.09601146,0.516262211,19355.72425,719.9832069,-2.194437123,5.064934595,0.0748311754713,0.0775020278223,0.259904849314,0.49269411384,0.756808818175
91,128 KR,128,CONGER,2,2010-01-10 12:30:00,"C 20100110 C-21-1, 2 PART SAMP, 3 EMPTY 1230 JD","C 20100110 C21-1, 2, 3 1230 JD",,"3, one empty",2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,2nd sample divided into 2 DME 1/20/10,Y,,2010-01-10 12:30:00,128,15.51233594,0.578466884,5.069057892,37.40478373,10590.32886,146.0758786,6.668312786,0.064344749,25.41499636,0.233674901,0.0,2.207572789,30767.32026,101.3267425,5985.926099,87.29070843,2217.267117,77.06184918,13809.14296,1189.717669,4690.324374,24.43036516,10618.44569,8.47839848,658.6180528,6.573594797,1687.971483,8.646273261,1629.147252,54.55331697,1.902973402,0.045705815,139.0844822,2.984928442,4483.657054,33.09477931,4462.729843,9.530835802,7170.731608,104.3619566,7618.606555,170.4998007,0.0,0.0,24.82030853,0.780485023,0.0,0.0,0.0,3.979862184,39.85863882,0.910385812,34430.49297,2762.066144,1.432418193,0.831382558,0.387836684603,0.145458004206,0.425587303255,0.707340692777,1.34623227513
92,130 KR,130,CONGER,2,2010-01-12 11:40:00,"C 20100112 C22-1, 2, 3 1140 JD","C 20100112 C22-1, 2, 3 1140 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,,Y,,2010-01-12 11:40:00,130,4.488092885,0.355009271,-442.053418,65.04489604,6636.89331,57.87867304,3.24959357,0.045606993,16.60141542,0.055257107,0.0,1.836771546,16920.49827,570.9958717,3296.259422,75.35770896,633.9827014,5.992511395,3459.427198,84.11996228,2095.608016,5.208418129,6689.999992,137.0148629,415.8906292,8.212552293,320.819214,1.373686326,309.649802,8.266070178,0.353208534,0.023142185,6.051972695,0.782642647,1680.134918,38.08502153,1642.537075,38.44323051,3483.901508,35.59482503,3570.264369,19.01568853,0.0,0.0,17.53331696,0.45142536,0.0,0.0,0.0,0.728764184,25.90897717,0.820270823,19241.51491,398.3690973,-2.548817004,1.465342414,0.0971597425694,0.0800991039546,0.268135199679,0.389002255227,0.752343232981
94,132 KR,132,CONGER,2,2010-01-13 12:05:00,"C 20100113 C23-1, 2, 3 1205 JD","C 20100113 C23-1, 2, 3 1205 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,,Y,,2010-01-13 12:05:00,132,10.45571621,0.380238357,-204.6614465,59.33668192,17401.36623,185.5494189,6.390796383,0.191673109,51.41845016,0.36878219,-9.46e-15,0.6068617,117052.017,2412.206049,15597.89538,273.527233,799.0751721,0.350491059,4592.467915,300.6058926,2206.576596,17.13518668,17679.81219,53.19702116,1316.731082,2.94681556,511.2176607,9.129619024,503.9459301,11.98717486,0.861238621,0.02256363,10.35407308,0.982716707,2799.789421,39.4098833,2841.878355,75.19544387,6444.905231,60.83760875,6687.131899,90.1238906,0.0,0.0,51.67399972,0.169733065,0.0,0.0,0.0,0.681652156,59.10053381,1.575544915,36792.66295,4303.166344,0.886991996,3.508851312,0.128981757627,0.379028857734,0.708606872575,2.69102587083,1.43859312134
96,134 KR,134,CONGER,2,2010-01-17 14:50:00,"C 20100117 C24-1, 2, 3 1450 JD","C 20100117 C24-1, 2, 3 1450 JD",,3,2 etched HDPE scintillation and 1 square unleached HDPE,regular,James DeWolf,2010-01-19 00:00:00,,Y,,2010-01-17 14:50:00,134,12.06096562,0.803726574,-304.251914,16.66236495,18344.91555,332.1246616,6.267978815,0.063832113,48.41623552,0.579719483,0.0,1.182138705,84080.69534,2323.821256,12469.10138,108.8354938,1456.755892,16.36173244,4872.658143,231.572156,3622.441424,29.0449897,18517.00929,410.8474166,1295.177133,3.593087344,939.2974696,34.36929115,883.9171402,14.01936487,1.507312333,0.039630991,16.42162835,2.346456809,5271.834526,157.6529156,5385.914761,6.515124054,12201.92812,113.0942907,12565.52314,280.3148597,0.0,0.0,50.36215197,0.301966964,0.0,0.0,0.0,6.987302664,64.08860403,0.849445982,35786.72619,1452.654383,3.797484937,3.220687741,0.136851040275,0.302999163534,0.742161732343,1.93301518587,1.39926099403
